status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day_clean,task_activity_recency_score,task_created_recency_score,priority_score,priority_bucket,engagement_score,urgency_score,activity_strength_score,recommended_action,lead_is_converted
Open,Trade Show,005F4DJKwnDrFRcqbf,BDR,1,0,1,1,853,306,0.0,0.0,0.0,1.0,1.0,0.0011709601873536,0.0011709601873536,0.003257328990228013,1.0,1.0,48.196187192420176,Cool,0.53875,0.5523689381600377,0.23438095238095238,Nurture and monitor,0
Open,Trade Show,005kGz3iLXUMdHQq3f,SDR,0,0,0,0,927,69,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.532363945578233,Cool,0.0739591836734694,0.787702380952381,0.060166666666666674,Nurture and monitor,1
Nurturing,Web,0055zd5SriKEc8WlTo,SDR,5,3,2,2,715,69,0.0,0.0,0.6,0.4,0.4,0.0069832402234636,0.0027932960893854,0.07142857142857142,1.0,1.0,62.062598757046025,Warm,0.6124591836734693,0.5847498905409901,0.6948571428571428,Follow up within 48 hours,1
Working,Trade Show,005GkgNJqeO2GW2jXH,SDR,5,1,4,3,1313,164,0.0,0.0,0.2,0.8,0.6,0.0038051750380517,0.002283105022831,0.030303030303030304,1.0,1.0,57.90208855296439,Warm,0.5965561224489796,0.44740465244575206,0.7326071428571429,Follow up within 48 hours,0
Open,Trade Show,005VxJy5mAR2JIiQzL,SDR,2,2,0,1,1287,0,0.0,0.0,1.0,0.0,0.5,0.0015527950310559,0.0007763975155279,2.0,1.0,1.0,47.377649777454195,Cool,0.4960816326530612,0.4533332238743235,0.4486785714285714,Nurture and monitor,0
Open,Outbound,005mm9vtHx0K9TGlB7,SDR,2,1,1,0,1272,0,0.0,0.0,0.5,0.5,0.0,0.0015710919088766,0.0,2.0,1.0,1.0,39.757241614188885,Cool,0.38610204081632654,0.456761795302895,0.3374642857142857,Nurture and monitor,0
Working,Event,005VLfsfX7zhRzFubF,SDR,8,6,2,1,898,0,0.0,0.0,0.75,0.25,0.125,0.0088987764182424,0.0011123470522803,8.0,1.0,1.0,59.54666338289637,Warm,0.5387857142857142,0.5409284619695617,0.8189761904761905,Follow up within 48 hours,1
Working,Partner Referral,005A7aBOiWo1s4A8VA,BDR,1,1,0,1,1245,225,0.0,0.0,1.0,0.0,1.0,0.0008025682182985,0.0008025682182985,0.004424778761061947,1.0,1.0,45.04304093391678,Cool,0.5213775510204081,0.4632022714933712,0.2539047619047619,Nurture and monitor,1
Nurturing,Outbound,005iSUGFUqSTcmtbKs,SDR,5,2,3,2,64,761,46.0,33.0,0.4,0.6,0.4,0.0769230769230769,0.0307692307692307,0.006561679790026247,0.0294117647058823,0.0212765957446808,55.341132856967725,Warm,0.5831428571428571,0.4642917301528923,0.6127619047619047,Follow up within 48 hours,0
Nurturing,Web,005EhkAnpKcWuNovJ6,BDR,4,3,1,0,992,0,0.0,0.0,0.75,0.25,0.0,0.0040281973816717,0.0,4.0,1.0,1.0,47.849673586978,Cool,0.43079591836734693,0.5214403667314663,0.5333333333333333,Nurture and monitor,1
Qualified,Partner Referral,005XY8kCmJrc8XXcwE,BDR,2,1,1,0,673,418,592.0,579.0,0.5,0.5,0.0,0.0029673590504451,0.0,0.00477326968973747,0.0017241379310344,0.0016863406408094,22.660541515613232,Cold,0.25039285714285714,0.20802201877440932,0.19501190476190475,Add to nurture campaign,1
Working,Web,005tRa1eePdjJYM6mg,BDR,5,3,2,3,521,923,0.0,0.0,0.6,0.4,0.6,0.0095785440613026,0.0057471264367816,0.005411255411255411,1.0,1.0,65.71217358697801,Warm,0.6770102040816326,0.629357033398133,0.6490476190476191,Follow up within 48 hours,0
Working,Partner Referral,005SkyTvnPdXlfxxMu,AE,3,0,3,0,4,1031,348.0,319.0,0.0,1.0,0.0,0.6,0.0,0.0029069767441860465,0.003125,0.0028653295128939,34.714486462109676,Cool,0.36492857142857144,0.39506224714968735,0.2308095238095238,Nurture and monitor,1
Open,Inbound,005chtXE6kHD1j5gMk,BDR,4,3,1,1,179,836,0.0,0.0,0.75,0.25,0.25,0.0222222222222222,0.0055555555555555,0.0047789725209080045,1.0,1.0,61.79227562779433,Warm,0.636326530612245,0.7054284619695617,0.4406547619047619,Follow up within 48 hours,1
Working,Trade Show,005Sq8Z0wjCdFUQUHx,SDR,3,1,2,1,1137,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0026362038664323,0.0008787346221441,3.0,1.0,1.0,50.256578348882776,Warm,0.49368877551020407,0.48857131911241874,0.5457500000000001,Follow up within 48 hours,1
Qualified,Partner Referral,005YJKL1sxnz5KucCa,SDR,2,0,2,1,1084,0,0.0,0.0,0.0,1.0,0.5,0.0018433179723502,0.0009216589861751,2.0,1.0,1.0,49.411527328474605,Cool,0.508280612244898,0.5007975095886092,0.4486785714285714,Nurture and monitor,0
Qualified,Inbound,005gYdlj9yv5Cc6zkp,BDR,3,0,3,2,43,258,280.0,256.0,0.0,1.0,0.6666666666666666,0.0681818181818181,0.0454545454545454,0.011583011583011582,0.0038910505836575,0.0035587188612099,51.92585395541079,Warm,0.5882857142857143,0.39939354454543863,0.5264880952380951,Follow up within 48 hours,0
Nurturing,Web,005wBTdruibiY0OPdW,AE,2,1,1,0,517,0,702.0,672.0,0.5,0.5,0.0,0.0038610038610038,0.0,2.0,0.0014858841010401,0.0014224751066856,26.994594876567763,Cool,0.26363265306122446,0.23545588364069425,0.3374642857142857,Nurture and monitor,1
Working,Event,005YJKL1sxnz5KucCa,SDR,6,4,2,4,221,441,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.027027027027027,0.018018018018018,0.013574660633484163,1.0,1.0,72.08681644412086,Warm,0.7195459183673468,0.6960951286362284,0.7613333333333333,Follow up within 48 hours,0
Qualified,Web,005GITA8ZV1nYz3VcV,BDR,2,1,1,0,925,0,0.0,0.0,0.5,0.5,0.0,0.0021598272138228,0.0,2.0,1.0,1.0,42.57617018561746,Cool,0.3953520408163265,0.535309414350514,0.3374642857142857,Nurture and monitor,0
Open,Inbound,005pCTycClXuIF6SUv,BDR,5,2,3,1,875,0,0.0,0.0,0.4,0.6,0.2,0.0057077625570776,0.0011415525114155,5.0,1.0,1.0,57.120166784256924,Warm,0.5252295918367347,0.5463689381600378,0.7233809523809525,Follow up within 48 hours,1
Working,Partner Referral,005Fg6NzJiUZlow1pr,BDR,1,0,1,0,653,580,107.0,100.0,0.0,1.0,0.0,0.0015290519877675,0.0,0.0017211703958691911,0.0099009900990099,0.0092592592592592,24.248425941910416,Cold,0.26166836734693877,0.30727803026322703,0.09733333333333333,Add to nurture campaign,1
Open,Event,005uJa3pJEeyQVnsZp,BDR,5,2,3,2,1423,0,0.0,0.0,0.4,0.6,0.4,0.0035112359550561,0.0014044943820224,5.0,1.0,1.0,55.97664637609364,Warm,0.5388520408163264,0.4217856048267044,0.8190238095238095,Follow up within 48 hours,0
Open,Partner Referral,005NhmgMvZSpDy5y9P,BDR,4,1,3,1,439,490,0.0,0.0,0.25,0.75,0.25,0.009090909090909,0.0022727272727272,0.008146639511201629,1.0,1.0,58.246799437318145,Warm,0.5855408163265307,0.6471427476838473,0.47777380952380955,Follow up within 48 hours,1
Open,Outbound,0053WZIwXgjGUPdHRc,SDR,0,0,0,0,1237,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.438792517006803,Cool,0.0739591836734694,0.7179166666666666,0.060166666666666674,Nurture and monitor,1
Qualified,Web,005Ozb2jx0nnrpjBm7,SDR,2,1,1,0,1201,62,0.0,0.0,0.5,0.5,0.0,0.0016638935108153,0.0,0.031746031746031744,1.0,1.0,39.377479709426986,Cool,0.3878520408163265,0.4736784619695616,0.28872619047619047,Nurture and monitor,1
Open,Trade Show,005bRaTeyEXQ8Puofm,BDR,0,0,0,0,313,865,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.755935374149665,Cool,0.0739591836734694,0.9284880952380953,0.060166666666666674,Nurture and monitor,1
Working,Partner Referral,005Cu36WnbRoy8DEqo,SDR,4,1,3,2,1045,0,0.0,0.0,0.25,0.75,0.5,0.0038240917782026,0.0019120458891013,4.0,1.0,1.0,58.85253072983514,Warm,0.5753316326530611,0.5094046524457521,0.7401904761904762,Follow up within 48 hours,1
Working,Outbound,005iRmiKUtSSkR82g5,BDR,8,4,4,2,1028,279,0.0,0.0,0.5,0.5,0.25,0.0077745383867832,0.0019436345966958,0.02857142857142857,1.0,1.0,58.944282430515415,Warm,0.5722142857142857,0.5131427476838474,0.7469642857142857,Follow up within 48 hours,0
Open,Partner Referral,005xa0kEIUpEcdrhWI,AE,2,0,2,0,1349,264,0.0,0.0,0.0,1.0,0.0,0.0014814814814814,0.0,0.007547169811320755,1.0,1.0,36.81860215840658,Cool,0.38233163265306125,0.43860703339813306,0.22719047619047616,Nurture and monitor,0
Open,Trade Show,005XY8kCmJrc8XXcwE,BDR,3,0,3,0,935,156,0.0,0.0,0.0,1.0,0.0,0.0032051282051282,0.0,0.01910828025477707,1.0,1.0,43.51089807677393,Cool,0.4137704081632653,0.5334760810171807,0.3409047619047619,Nurture and monitor,1
Open,Inbound,005FmC4bvUmQBFO9r1,BDR,2,1,1,1,856,822,0.0,0.0,0.5,0.5,0.5,0.0023337222870478,0.0011668611435239,0.002430133657351154,1.0,1.0,48.21827902915487,Cool,0.5268775510204081,0.5514641762552759,0.26652380952380955,Nurture and monitor,1
Qualified,Event,005bLIYitOgj1qzWEZ,AE,6,3,3,1,859,821,0.0,0.0,0.5,0.5,0.1666666666666666,0.0069767441860465,0.0011627906976744,0.0072992700729927005,1.0,1.0,54.332377668610654,Warm,0.5320357142857143,0.550607033398133,0.5606190476190477,Follow up within 48 hours,1
Nurturing,Trade Show,005w1rZfJkoRoaYcEo,BDR,2,1,1,1,254,1289,0.0,0.0,0.5,0.5,0.5,0.0078431372549019,0.0039215686274509,0.0015503875968992248,1.0,1.0,58.00123821282834,Warm,0.6455510204081633,0.6888689381600378,0.2528809523809524,Follow up within 48 hours,1
Nurturing,Inbound,005DS8Y3naP935K0U7,BDR,0,0,0,0,612,487,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.74307823129252,Cool,0.0739591836734694,0.8613928571428572,0.060166666666666674,Nurture and monitor,1
Qualified,Inbound,005nz6ixedb0ulRU2P,BDR,6,3,3,1,498,1119,0.0,0.0,0.5,0.5,0.1666666666666666,0.0120240480961923,0.002004008016032,0.005357142857142857,1.0,1.0,58.58423141010726,Warm,0.5753061224489795,0.6347737000647997,0.5387857142857143,Follow up within 48 hours,1
Open,Web,005M5xWWu90p0JPGJQ,BDR,2,2,0,0,567,0,0.0,0.0,1.0,0.0,0.0,0.0035211267605633,0.0,2.0,1.0,1.0,46.279945695821546,Cool,0.4193418367346939,0.6187856048267045,0.3374642857142857,Nurture and monitor,1
Working,Outbound,00569YZ8tMEls1oPGs,SDR,5,4,1,3,60,1438,0.0,0.0,0.8,0.2,0.6,0.081967213114754,0.0491803278688524,0.0034746351633078527,1.0,1.0,70.68620419922291,Warm,0.7262551020408164,0.7331784619695615,0.618904761904762,Follow up within 48 hours,0
Nurturing,Inbound,005RMzHVKudpQtLAvV,SDR,1,0,1,0,1286,249,0.0,0.0,0.0,1.0,0.0,0.0007770007770007,0.0,0.004,1.0,1.0,35.0499116822161,Cool,0.3746530612244898,0.45353560482670446,0.13555952380952382,Nurture and monitor,1
Qualified,Partner Referral,005Xq8vs8ialvuJ4ap,SDR,3,1,2,2,476,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0062893081761006,0.0041928721174004,3.0,1.0,1.0,64.82928243051542,Warm,0.6563214285714285,0.6395117953028949,0.6413928571428571,Follow up within 48 hours,0
Qualified,Trade Show,005gYdlj9yv5Cc6zkp,BDR,5,3,2,4,283,18,89.0,80.0,0.6,0.4,0.8,0.0176056338028169,0.0140845070422535,0.2631578947368421,0.0123456790123456,0.0111111111111111,57.27919234262296,Warm,0.599326530612245,0.39676219373369054,0.7704999999999999,Follow up within 48 hours,1
Open,Partner Referral,00512E80qDwAaI1oOE,SDR,2,1,1,1,264,1100,546.0,527.0,0.5,0.5,0.5,0.0075471698113207,0.0037735849056603,0.0018165304268846503,0.0018939393939393,0.0018281535648994,38.472399485355005,Cool,0.4838367346938775,0.3049314567680695,0.2566309523809524,Nurture and monitor,1
Open,Outbound,005qhOaTRDj8l4v6Lo,SDR,0,0,0,0,964,342,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.308792517006804,Cool,0.0739591836734694,0.78025,0.060166666666666674,Nurture and monitor,0
Qualified,Event,005uJa3pJEeyQVnsZp,BDR,6,2,4,1,466,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.012847965738758,0.0021413276231263,6.0,1.0,1.0,63.75984365500522,Warm,0.5798469387755102,0.6415117953028949,0.7761071428571428,Follow up within 48 hours,0
Open,Event,005ygjBY3eCoYXQvBW,SDR,2,1,1,0,628,902,618.0,592.0,0.5,0.5,0.0,0.0031796502384737,0.0,0.0022148394241417496,0.0016863406408094,0.0016155088852988,22.223879752710204,Cold,0.25385714285714284,0.21635154731256237,0.1520238095238095,Add to nurture campaign,0
Nurturing,Inbound,005a88RCsXNcc8P2XG,BDR,0,0,0,0,786,534,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.51843537414966,Cool,0.0739591836734694,0.8205714285714286,0.060166666666666674,Nurture and monitor,0
Qualified,Trade Show,005chtXE6kHD1j5gMk,BDR,4,2,2,0,703,312,0.0,0.0,0.5,0.5,0.0,0.0056818181818181,0.0,0.012779552715654952,1.0,1.0,48.113653178814744,Cool,0.4530612244897959,0.5872737000647997,0.39211904761904764,Nurture and monitor,0
Open,Trade Show,0052vuTGNhPaf9DJtR,SDR,3,2,1,2,649,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0046153846153846,0.003076923076923,3.0,1.0,1.0,62.22198651214808,Warm,0.6278826530612245,0.5999998905409902,0.6413928571428571,Follow up within 48 hours,1
Open,Web,005dKuyWKIuifL64ip,BDR,2,2,0,1,95,0,229.0,203.0,1.0,0.0,0.5,0.0208333333333333,0.0104166666666666,2.0,0.0049019607843137,0.0043478260869565,48.6709884148584,Cool,0.5536071428571429,0.40056866144766107,0.4486785714285714,Nurture and monitor,1
Working,Event,005lECbWsEiD75E7eC,SDR,4,0,4,1,907,0,0.0,0.0,0.0,1.0,0.25,0.0044052863436123,0.001101321585903,4.0,1.0,1.0,54.80293889310045,Warm,0.514954081632653,0.538809414350514,0.644547619047619,Follow up within 48 hours,1
Nurturing,Event,005DS8Y3naP935K0U7,BDR,3,1,2,1,188,911,45.0,39.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0158730158730158,0.0052910052910052,0.003289473684210526,0.025,0.0217391304347826,46.69142526889387,Cool,0.5340306122448979,0.4339964885549659,0.34850000000000003,Nurture and monitor,0
Working,Partner Referral,005uK1d6IniB6ZlkqB,SDR,5,1,4,1,533,0,0.0,0.0,0.2,0.8,0.2,0.0093632958801498,0.0018726591760299,5.0,1.0,1.0,61.719758620991605,Warm,0.5691785714285714,0.6264403667314663,0.7233809523809525,Follow up within 48 hours,1
Qualified,Event,005T3CcQW30Fc3HxzP,BDR,2,0,2,1,1291,0,0.0,0.0,0.0,1.0,0.5,0.001547987616099,0.0007739938080495,2.0,1.0,1.0,47.34729263459705,Cool,0.4959030612244898,0.45261893816003784,0.4486785714285714,Nurture and monitor,1
Nurturing,Outbound,00569YZ8tMEls1oPGs,SDR,3,1,2,1,813,685,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0036855036855036,0.0012285012285012,0.004373177842565598,1.0,1.0,50.42773481146781,Warm,0.5251071428571429,0.561261795302895,0.3667261904761905,Follow up within 48 hours,1
Open,Outbound,0052yGgxi1v4hCqV4x,SDR,3,1,2,2,664,517,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0045112781954887,0.0030075187969924,0.005791505791505791,1.0,1.0,58.81974161418889,Warm,0.6254591836734694,0.5966308429219426,0.48239285714285707,Follow up within 48 hours,1
Qualified,Trade Show,005F4DJKwnDrFRcqbf,BDR,0,0,0,0,60,1099,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.477006802721085,Cool,0.0739591836734694,0.9858571428571429,0.060166666666666674,Nurture and monitor,1
Open,Web,005Pa6uUR0EkXHgr5D,AE,0,0,0,0,868,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92879251700681,Cool,0.0739591836734694,0.8009166666666667,0.060166666666666674,Nurture and monitor,0
Nurturing,Partner Referral,0052iY9Uot4wf3iCnE,AE,2,2,0,0,589,0,0.0,0.0,1.0,0.0,0.0,0.0033898305084745,0.0,2.0,1.0,1.0,45.996476308066434,Cool,0.41687244897959186,0.6134522714933711,0.3374642857142857,Nurture and monitor,1
Qualified,Trade Show,005T3CcQW30Fc3HxzP,BDR,3,1,2,0,829,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0036144578313253,0.0,3.0,1.0,1.0,46.585302838678686,Cool,0.42327040816326533,0.5577022714933711,0.4345357142857143,Nurture and monitor,1
Working,Trade Show,0053QDpe3Xj7Gt2h2H,BDR,5,4,1,1,1447,0,0.0,0.0,0.8,0.2,0.2,0.0034530386740331,0.0006906077348066,5.0,1.0,1.0,50.55185045772631,Warm,0.4715204081632653,0.4169403667314664,0.7233809523809525,Follow up within 48 hours,1
Open,Web,005FW7cpQveNM0iR7j,SDR,6,5,1,3,219,1122,221.0,214.0,0.8333333333333334,0.1666666666666666,0.5,0.0272727272727272,0.0136363636363636,0.005342831700801425,0.0046511627906976,0.0045045045045045,52.957675953794535,Warm,0.5625561224489796,0.3716147086638995,0.6840714285714286,Follow up within 48 hours,0
Nurturing,Web,005SbAnWPkaLqqFhXE,AE,6,2,4,2,737,256,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.008130081300813,0.002710027100271,0.023346303501945526,1.0,1.0,61.894180389699095,Warm,0.6052908163265306,0.5796308429219426,0.7120357142857143,Follow up within 48 hours,1
Working,Trade Show,005Wrx3urpzsQneM9P,AE,3,3,0,1,536,0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0055865921787709,0.0018621973929236,3.0,1.0,1.0,58.08009875704603,Warm,0.5678163265306122,0.6258094143505141,0.5457500000000001,Follow up within 48 hours,1
Working,Trade Show,005w1rZfJkoRoaYcEo,BDR,0,0,0,0,51,1492,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.53736394557823,Cool,0.0739591836734694,0.9878690476190476,0.060166666666666674,Nurture and monitor,0
Open,Inbound,005k1Pfjp8rVQw0f9u,BDR,1,1,0,0,1194,36,0.0,0.0,1.0,0.0,0.0,0.000836820083682,0.0,0.02702702702702703,1.0,1.0,37.8017654237127,Cool,0.375780612244898,0.47522608101718067,0.23779761904761906,Nurture and monitor,1
Working,Inbound,005rfIoTPQqJtbyYEc,SDR,6,4,2,3,855,285,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0070093457943925,0.0035046728971962,0.02097902097902098,1.0,1.0,63.56149331486915,Warm,0.6366632653061224,0.5518332238743235,0.7586666666666666,Follow up within 48 hours,1
Qualified,Web,005lWDDSfm41preSiA,SDR,3,1,2,2,432,1219,576.0,556.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0069284064665127,0.0046189376443418,0.002459016393442623,0.0017953321364452,0.0017331022530329,41.6872138366196,Cool,0.5036683673469387,0.26392810294400953,0.429297619047619,Nurture and monitor,1
Working,Partner Referral,005NhmgMvZSpDy5y9P,BDR,2,1,1,0,164,765,608.0,581.0,0.5,0.5,0.0,0.0121212121212121,0.0,0.0026109660574412533,0.0017182130584192,0.0016420361247947,29.038893381920623,Cool,0.3243010204081633,0.3217868088758122,0.15851190476190474,Nurture and monitor,1
Working,Web,005r8kcdxSxYgha9K0,SDR,3,1,2,1,740,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0040485829959514,0.0013495276653171,3.0,1.0,1.0,54.99662936929093,Warm,0.5342040816326531,0.5790475095886093,0.5457500000000001,Follow up within 48 hours,0
Working,Outbound,005SHkriY5Z0W9xzJS,BDR,3,0,3,1,1331,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0022522522522522,0.0007507507507507,3.0,1.0,1.0,48.0651497774542,Cool,0.47711734693877556,0.44314274768384737,0.5457500000000001,Nurture and monitor,1
Open,Trade Show,0051FeBviD8WOpEx9p,SDR,1,0,1,0,798,0,681.0,659.0,0.0,1.0,0.0,0.0012515644555694,0.0,1.0,0.0015151515151515,0.001466275659824,21.28888382458537,Cold,0.2154642857142857,0.1714350163750679,0.2686309523809524,Add to nurture campaign,1
Working,Web,005xG5kruHOvgAC23A,BDR,5,2,3,1,1311,0,0.0,0.0,0.4,0.6,0.2,0.003810975609756,0.0007621951219512,5.0,1.0,1.0,52.081595355685494,Warm,0.48358673469387753,0.4478213191124188,0.7233809523809525,Follow up within 48 hours,1
Working,Outbound,005Iyi4Xhg6R1KQ608,SDR,4,1,3,1,809,93,0.0,0.0,0.25,0.75,0.25,0.0049382716049382,0.0012345679012345,0.0425531914893617,1.0,1.0,54.06321100194399,Warm,0.5281785714285715,0.562357033398133,0.5391785714285714,Follow up within 48 hours,1
Qualified,Outbound,005sj6ewizq0NwPrwm,BDR,1,0,1,0,1400,128,0.0,0.0,0.0,1.0,0.0,0.0007137758743754,0.0,0.007751937984496124,1.0,1.0,35.1182960359576,Cool,0.3734897959183674,0.4266903667314664,0.1821547619047619,Nurture and monitor,0
Nurturing,Web,005GmCcmrt3DPvCZcO,BDR,3,0,3,1,738,283,0.0,0.0,0.0,1.0,0.3333333333333333,0.0040595399188092,0.0013531799729364,0.01056338028169014,1.0,1.0,52.51734365500521,Warm,0.5324540816326531,0.5794403667314664,0.42557142857142854,Follow up within 48 hours,0
Nurturing,Partner Referral,005U1SVjkIk2fyV5rw,SDR,6,2,4,1,244,0,145.0,138.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0244897959183673,0.0040816326530612,6.0,0.0071942446043165,0.0068493150684931,51.65782965300869,Warm,0.49016836734693875,0.387575614283963,0.7761071428571428,Follow up within 48 hours,0
Open,Inbound,005bZBvn4MclbYAtNN,SDR,5,2,3,3,1218,0,0.0,0.0,0.4,0.6,0.6,0.0041017227235438,0.0024610336341263,5.0,1.0,1.0,61.72115317881474,Warm,0.6047397959183672,0.4702260810171806,0.8688690476190476,Follow up within 48 hours,0
Nurturing,Trade Show,005rTQ0LB8Z2cjvjPG,BDR,4,2,2,2,429,433,0.0,0.0,0.5,0.5,0.5,0.0093023255813953,0.0046511627906976,0.009216589861751152,1.0,1.0,63.955608961127666,Warm,0.657219387755102,0.6492975095886092,0.5807857142857142,Follow up within 48 hours,0
Nurturing,Web,005kGz3iLXUMdHQq3f,SDR,2,1,1,0,756,240,0.0,0.0,0.5,0.5,0.0,0.0026420079260237,0.0,0.008298755186721992,1.0,1.0,42.15047290670589,Cool,0.40475,0.5748927476838473,0.23330952380952383,Nurture and monitor,1
Nurturing,Outbound,005lkDbq9IPSQ2U7zZ,BDR,2,1,1,0,1284,67,0.0,0.0,0.5,0.5,0.0,0.001556420233463,0.0,0.029411764705882353,1.0,1.0,38.65145930126373,Cool,0.3858316326530612,0.45408322387432354,0.2868690476190476,Nurture and monitor,0
Nurturing,Inbound,005PkYO2xaCUvet6zY,SDR,2,1,1,1,741,0,222.0,192.0,0.5,0.5,0.5,0.0026954177897574,0.0013477088948787,2.0,0.005181347150259,0.0044843049327354,36.84192759192681,Cool,0.40346938775510205,0.2564962258533425,0.4486785714285714,Nurture and monitor,0
Qualified,Trade Show,005OHuMUHvi8wsLMNv,SDR,6,2,4,2,256,651,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0233463035019455,0.0077821011673151,0.009202453987730062,1.0,1.0,67.06642528765828,Warm,0.66,0.6883094143505141,0.6708571428571428,Follow up within 48 hours,0
Qualified,Outbound,005FlqJ6WT9psqZImt,AE,3,0,3,0,672,0,13.0,0.0,0.0,1.0,0.0,0.0044576523031203,0.0,3.0,1.0,0.0714285714285714,41.8099563727661,Cool,0.3823877551020408,0.46666181106499244,0.4345357142857143,Nurture and monitor,1
Open,Web,005GITA8ZV1nYz3VcV,BDR,5,2,3,1,1148,0,0.0,0.0,0.4,0.6,0.2,0.0043516100957354,0.000870322019147,5.0,1.0,1.0,53.9670035189508,Warm,0.4984948979591836,0.48582131911241877,0.7233809523809525,Follow up within 48 hours,1
Qualified,Event,00566La41L76C1ZyfL,SDR,2,0,2,1,171,1278,674.0,655.0,0.0,1.0,0.5,0.0116279069767441,0.005813953488372,0.001563721657544957,0.0015243902439024,0.0014814814814814,39.68251095215578,Cool,0.5037755102040816,0.31437848298569154,0.25311904761904763,Nurture and monitor,0
Open,Inbound,005zQVR4ms4RjAh8MF,BDR,5,3,2,3,517,0,0.0,0.0,0.6,0.4,0.6,0.0096525096525096,0.0057915057915057,5.0,1.0,1.0,70.15778583187597,Warm,0.6773724489795919,0.6303927476838473,0.8688690476190476,Follow up within 48 hours,1
Qualified,Trade Show,005scUETCztHB2VpGr,SDR,2,2,0,1,505,1049,0.0,0.0,1.0,0.0,0.5,0.0039525691699604,0.0019762845849802,0.0019047619047619048,1.0,1.0,53.000217804665084,Warm,0.5768163265306122,0.6332737000647998,0.25805952380952385,Follow up within 48 hours,1
Qualified,Trade Show,005fDW8pqYyhUsaaJT,SDR,2,1,1,1,1100,0,0.0,0.0,0.5,0.5,0.5,0.0018165304268846,0.0009082652134423,2.0,1.0,1.0,49.36719059378073,Cool,0.5094795918367346,0.4973213191124188,0.4486785714285714,Nurture and monitor,0
