status,lead_source,lead_owner_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,lead_is_converted,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity
Working,Event,005lwhmSG1MSOXLTAt,SDR,Sales,1,1,0,1,1,1108,0,-99,200.0,187.0
Open,Inbound,005H18uJWTVdyNheWe,BDR,Sales,1,6,1,5,3,327,0,-212,262.0,241.0
Nurturing,Trade Show,005qHaW3q8wb36uD9S,AE,Sales,1,6,3,3,3,876,1,269,-282.0,-307.0
Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,BDR,Sales,1,1,1,0,0,1003,0,-923,-463.0,-466.0
Open,Event,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,5,3,2,0,347,1,396,324.0,294.0
Working,Inbound,005H18uJWTVdyNheWe,BDR,Sales,1,2,0,2,1,359,0,-244,-385.0,-388.0
Qualified,Web,005sbu92PDPF7bHdnm,BDR,Sales,1,4,1,3,2,781,0,-753,-754.0,-762.0
Working,Trade Show,005hJPMnhQ0WRyZFX9,BDR,Sales,1,4,3,1,0,511,1,236,-121.0,-147.0
Open,Trade Show,005CS61es1IwtecnA5,SDR,Sales,1,4,2,2,1,1318,1,-1240,-1135.0,-1157.0
Open,Inbound,005HAD1xOIM0ZXro8p,SDR,Sales,1,3,2,1,0,85,0,3,108.0,101.0
Nurturing,Web,005SotgxabsZFoiinJ,BDR,Sales,1,6,1,5,2,957,0,-473,-895.0,-897.0
Nurturing,Outbound,005UmJEIRnoljtUYmh,BDR,Sales,1,2,2,0,0,692,1,-173,-230.0,-247.0
Qualified,Partner Referral,0050tsmCN12UJFtP9W,AE,Sales,1,4,2,2,1,1218,1,-491,-1080.0,-1088.0
Qualified,Web,005Fg6NzJiUZlow1pr,BDR,Sales,1,5,5,0,3,391,0,842,-138.0,-141.0
Working,Event,005ygjBY3eCoYXQvBW,SDR,Sales,1,6,3,3,3,1149,0,381,-692.0,-697.0
Qualified,Partner Referral,005COStSs3dErO7Qyy,AE,Sales,1,3,1,2,1,1206,0,-10,-751.0,-778.0
Qualified,Event,005A7aBOiWo1s4A8VA,BDR,Sales,1,2,1,1,0,784,0,686,-642.0,-648.0
Nurturing,Trade Show,005GmCcmrt3DPvCZcO,BDR,Sales,1,1,1,0,1,1368,0,-347,-721.0,-744.0
Working,Partner Referral,005Jf9CIg9lV3G32cG,BDR,Sales,1,4,2,2,0,1417,0,-424,-1227.0,-1242.0
Nurturing,Partner Referral,0051FeBviD8WOpEx9p,SDR,Sales,1,4,4,0,0,162,1,-164,608.0,580.0
Working,Event,005Iyi4Xhg6R1KQ608,SDR,Sales,1,2,0,2,0,567,1,335,-153.0,-160.0
Qualified,Outbound,005GBFWjFmmyU3YASa,BDR,Sales,1,6,5,1,3,1065,1,-355,-961.0,-969.0
Open,Trade Show,005xi0Xi0wCwuciNbG,SDR,Sales,1,2,1,1,0,1323,1,100,53.0,27.0
Nurturing,Trade Show,0053OvJBQj7lluaSJM,SDR,Sales,1,3,1,2,2,80,0,511,-63.0,-84.0
Nurturing,Trade Show,005EhkAnpKcWuNovJ6,BDR,Sales,1,3,3,0,3,915,0,-156,-236.0,-258.0
Qualified,Outbound,005YJKL1sxnz5KucCa,SDR,Sales,1,2,0,2,1,479,0,183,-405.0,-429.0
Working,Outbound,005PkYO2xaCUvet6zY,SDR,Sales,1,3,2,1,0,107,0,599,1033.0,1018.0
Open,Partner Referral,005tcchhnKXX6SYaxV,SDR,Sales,1,2,1,1,0,868,1,438,99.0,82.0
Working,Trade Show,005VLfsfX7zhRzFubF,SDR,Sales,1,5,3,2,3,1097,0,-300,-860.0,-879.0
Working,Trade Show,005EF1FFbGvvXzIjDl,SDR,Sales,1,0,0,0,0,370,1,696,,
Open,Partner Referral,005g4fdGzuew1U6NXU,SDR,Sales,1,2,1,1,0,350,1,413,607.0,591.0
Working,Event,0053VzHd9EJw9O3rur,AE,Sales,1,4,4,0,2,1035,0,-306,-918.0,-938.0
Qualified,Partner Referral,005N1Jj8umhbHxSPTH,SDR,Sales,1,5,2,3,1,1376,1,-1363,-1326.0,-1334.0
Nurturing,Trade Show,005ROiSKxdkvxxfjgH,AE,Sales,1,1,1,0,1,1200,1,-112,-707.0,-717.0
Qualified,Web,005lECbWsEiD75E7eC,SDR,Sales,1,5,2,3,4,538,0,-35,-506.0,-518.0
Open,Inbound,005FlqJ6WT9psqZImt,AE,Sales,1,2,1,1,1,347,1,-258,-357.0,-360.0
Open,Inbound,005Ozb2jx0nnrpjBm7,SDR,Sales,1,0,0,0,0,754,0,509,,
Nurturing,Inbound,005N1Jj8umhbHxSPTH,SDR,Sales,1,5,4,1,1,640,1,-627,-96.0,-120.0
Open,Partner Referral,005FlqJ6WT9psqZImt,AE,Sales,1,3,2,1,0,464,1,-375,-324.0,-336.0
Qualified,Inbound,005r8kcdxSxYgha9K0,SDR,Sales,1,5,5,0,4,233,0,91,-43.0,-59.0
Qualified,Partner Referral,005U1SVjkIk2fyV5rw,SDR,Sales,1,2,1,1,1,84,1,-69,472.0,467.0
Working,Inbound,005Xq8vs8ialvuJ4ap,SDR,Sales,1,1,1,0,0,1183,0,-1065,-224.0,-239.0
Open,Trade Show,005OcXZdxrlsgJWBeG,AE,Sales,1,2,1,1,0,243,1,278,825.0,823.0
Nurturing,Inbound,005kYbLfois6p7LjKf,SDR,Sales,1,7,3,4,1,641,0,-134,-565.0,-571.0
Qualified,Web,0055pWDZRM9H820dFq,SDR,Sales,1,2,0,2,1,500,1,-150,-32.0,-34.0
Working,Web,0052yGgxi1v4hCqV4x,SDR,Sales,1,2,2,0,1,1072,0,109,-815.0,-823.0
Working,Outbound,005O8TxStNstfUeWj7,BDR,Sales,1,4,3,1,0,75,1,1469,-80.0,-106.0
Working,Event,005oTuswObpFtGANeE,SDR,Sales,1,3,2,1,0,93,0,94,355.0,329.0
Open,Trade Show,005PkYO2xaCUvet6zY,SDR,Sales,1,3,2,1,1,1340,0,-634,-1242.0,-1256.0
Nurturing,Partner Referral,005hrcAAsV0H3bsIeE,SDR,Sales,1,2,2,0,0,802,1,-418,-781.0,-795.0
Working,Event,005RNwgHWbHSrrlfhq,BDR,Sales,1,3,1,2,1,1248,1,-701,-739.0,-757.0
Open,Inbound,005IAWyyPlUBLQDIva,SDR,Sales,1,3,1,2,2,159,1,834,450.0,437.0
Working,Trade Show,005GkgNJqeO2GW2jXH,SDR,Sales,1,3,1,2,0,321,1,1156,-289.0,-298.0
Working,Event,005w1rZfJkoRoaYcEo,BDR,Sales,1,1,0,1,0,878,1,665,153.0,147.0
Working,Trade Show,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,2,2,0,0,1381,1,-30,-1210.0,-1224.0
Open,Inbound,005hJPMnhQ0WRyZFX9,BDR,Sales,1,2,1,1,1,461,1,286,873.0,853.0
Open,Outbound,005scUETCztHB2VpGr,SDR,Sales,1,7,4,3,1,726,0,828,-612.0,-614.0
Nurturing,Inbound,005YJKL1sxnz5KucCa,SDR,Sales,1,2,0,2,0,297,1,365,-295.0,-307.0
Open,Inbound,0054cPwdknqYVBf2UL,BDR,Sales,1,6,2,4,3,826,1,88,-165.0,-167.0
Open,Web,005EF1FFbGvvXzIjDl,SDR,Sales,1,2,1,1,1,690,1,376,178.0,151.0
Qualified,Outbound,005A7aBOiWo1s4A8VA,BDR,Sales,1,3,2,1,0,1126,1,344,-1034.0,-1047.0
Working,Web,005IgSO06ukUkmxr0U,BDR,Sales,1,0,0,0,0,833,0,-432,,
Nurturing,Outbound,00552has5XdvFlGgIo,SDR,Sales,1,4,1,3,1,8,1,1587,192.0,162.0
Open,Trade Show,0051FeBviD8WOpEx9p,SDR,Sales,1,3,0,3,1,1403,0,-1405,-1348.0,-1355.0
Nurturing,Inbound,005oNQqFKPLjEKAacs,SDR,Sales,1,7,2,5,2,468,0,664,-4.0,-28.0
Open,Outbound,005PcnSwvycOiPT9zy,SDR,Sales,1,4,2,2,1,497,0,379,81.0,75.0
Open,Event,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,0,0,0,0,24,1,838,,
Qualified,Inbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,4,3,1,1,1443,0,-20,-335.0,-351.0
Nurturing,Web,005YgcwjR0nrnHIGZX,SDR,Sales,1,3,1,2,3,1165,0,378,-1183.0,-1196.0
Open,Outbound,005UmJEIRnoljtUYmh,BDR,Sales,1,4,3,1,3,1175,0,-656,-428.0,-429.0
Working,Web,005Fg6NzJiUZlow1pr,BDR,Sales,1,1,0,1,0,1222,1,11,241.0,222.0
Qualified,Outbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,0,0,0,0,947,0,144,,
Open,Outbound,005PsOTr02Fp2pwCFZ,BDR,Sales,1,1,0,1,1,1053,1,-361,-73.0,-80.0
Working,Event,005yopVEVGjrYSQu2q,SDR,Sales,1,5,4,1,2,264,0,886,-244.0,-266.0
Open,Outbound,005lECbWsEiD75E7eC,SDR,Sales,1,2,1,1,1,809,1,-306,-408.0,-411.0
Nurturing,Web,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,3,0,3,987,1,568,-789.0,-793.0
Qualified,Inbound,005FW7cpQveNM0iR7j,SDR,Sales,1,2,1,1,0,104,0,1237,18.0,17.0
Qualified,Inbound,005FmC4bvUmQBFO9r1,BDR,Sales,1,4,1,3,3,1126,1,552,-359.0,-373.0
Open,Partner Referral,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,4,0,4,0,1382,1,-587,-1275.0,-1279.0
Open,Inbound,00512E80qDwAaI1oOE,SDR,Sales,1,1,1,0,0,206,0,1158,709.0,704.0
Open,Outbound,0059UKz8nd1s6XFb2G,BDR,Sales,1,3,1,2,1,866,0,-452,-693.0,-714.0
Nurturing,Trade Show,005sj6ewizq0NwPrwm,BDR,Sales,1,3,1,2,0,285,1,1243,783.0,776.0
Working,Trade Show,005vvizm5OfORbfBYV,SDR,Sales,1,7,2,5,1,73,0,1212,37.0,9.0
Qualified,Web,005qf3JcieWVjwiYd7,BDR,Sales,1,0,0,0,0,259,1,316,,
Nurturing,Web,005M5xWWu90p0JPGJQ,BDR,Sales,1,5,2,3,3,1100,1,-780,-1015.0,-1026.0
Qualified,Inbound,005Cu36WnbRoy8DEqo,SDR,Sales,1,3,2,1,1,833,1,-86,77.0,76.0
Qualified,Web,005nz6ixedb0ulRU2P,BDR,Sales,1,4,1,3,2,1416,1,201,-1407.0,-1431.0
Open,Inbound,005chtXE6kHD1j5gMk,BDR,Sales,1,1,0,1,0,1382,1,-367,-620.0,-631.0
Qualified,Inbound,005ITUm8sMeUL9Z9US,AE,Sales,1,6,3,3,4,1292,0,129,-1246.0,-1261.0
Nurturing,Web,005irLwe9xEBlEAQNC,SDR,Sales,1,0,0,0,0,157,0,-118,,
Qualified,Outbound,005scUETCztHB2VpGr,SDR,Sales,1,4,3,1,1,677,0,877,-688.0,-702.0
Nurturing,Partner Referral,005XY8kCmJrc8XXcwE,BDR,Sales,1,4,3,1,2,603,0,488,-587.0,-592.0
Working,Web,005U1SVjkIk2fyV5rw,SDR,Sales,1,7,4,3,1,350,1,-335,-359.0,-362.0
Working,Inbound,005Jf9CIg9lV3G32cG,BDR,Sales,1,6,2,4,2,1219,0,-226,-665.0,-671.0
Open,Trade Show,005U2hcHrNtlfF5gcz,BDR,Sales,1,3,0,3,1,301,0,-272,67.0,53.0
Qualified,Inbound,005UmJEIRnoljtUYmh,BDR,Sales,1,2,1,1,0,216,1,303,426.0,423.0
Open,Partner Referral,005lWDDSfm41preSiA,SDR,Sales,1,3,2,1,2,1355,0,296,-659.0,-670.0
Nurturing,Partner Referral,005Cu36WnbRoy8DEqo,SDR,Sales,1,1,1,0,1,426,0,321,-198.0,-216.0
Qualified,Trade Show,0051FeBviD8WOpEx9p,SDR,Sales,1,8,2,6,3,1449,1,-1451,-1309.0,-1320.0
Qualified,Event,005SotgxabsZFoiinJ,BDR,Sales,1,4,2,2,1,1174,1,-690,-1147.0,-1174.0
Nurturing,Web,005ATkmG7VSdpihf48,SDR,Sales,1,6,2,4,1,792,0,-602,-735.0,-754.0
Qualified,Web,005lWDDSfm41preSiA,SDR,Sales,1,3,1,2,1,153,1,1498,206.0,184.0
Working,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,0,0,0,0,699,0,75,,
Working,Outbound,005ZmDANT8NxIwQSUH,BDR,Sales,1,6,3,3,2,1414,0,-1483,-1379.0,-1382.0
Nurturing,Event,005voBFvhNYadVKXTu,BDR,Sales,1,1,0,1,0,811,0,-231,-17.0,-25.0
Nurturing,Outbound,005NhmgMvZSpDy5y9P,BDR,Sales,1,4,2,2,0,1139,0,-210,-807.0,-828.0
Nurturing,Inbound,005zQVR4ms4RjAh8MF,BDR,Sales,1,7,5,2,1,761,0,-351,-196.0,-200.0
Open,Outbound,005PcnSwvycOiPT9zy,SDR,Sales,1,2,1,1,0,137,0,739,-30.0,-51.0
Nurturing,Event,005gvRs74Xd8fUlA3x,BDR,Sales,1,3,0,3,1,1013,1,637,-489.0,-503.0
Qualified,Web,005ygjBY3eCoYXQvBW,SDR,Sales,1,2,2,0,1,1298,1,232,-335.0,-365.0
Working,Outbound,005k1Pfjp8rVQw0f9u,BDR,Sales,1,2,0,2,0,1224,1,6,-410.0,-420.0
Qualified,Event,005JwwpEL8xofdwkwl,SDR,Sales,1,2,1,1,0,1102,1,-267,-886.0,-895.0
Open,Trade Show,005oy1dBH72KcdA9bM,SDR,Sales,1,5,2,3,2,343,0,983,-145.0,-164.0
Open,Event,005F4DJKwnDrFRcqbf,BDR,Sales,1,5,1,4,3,1412,1,-253,-941.0,-969.0
Working,Event,005ATkmG7VSdpihf48,SDR,Sales,1,0,0,0,0,215,0,-25,,
Nurturing,Inbound,005CyM4CU7TgZ0ieQC,BDR,Sales,1,5,2,3,2,1333,1,125,-1208.0,-1227.0
Open,Web,005zQVR4ms4RjAh8MF,BDR,Sales,1,4,1,3,2,1027,0,-617,-656.0,-685.0
Nurturing,Web,005bRaTeyEXQ8Puofm,BDR,Sales,1,2,1,1,0,474,0,704,599.0,588.0
Qualified,Event,005Rxy2aV7ygR0ASuT,BDR,Sales,1,2,2,0,2,827,0,804,-585.0,-614.0
Open,Inbound,005BLRswT6VWAL3Jkq,BDR,Sales,1,3,1,2,1,258,1,478,154.0,153.0
Open,Outbound,00566La41L76C1ZyfL,SDR,Sales,1,1,1,0,0,1047,0,402,-922.0,-947.0
Open,Trade Show,005k1Pfjp8rVQw0f9u,BDR,Sales,1,3,1,2,1,335,0,895,-195.0,-205.0
Open,Trade Show,005OHuMUHvi8wsLMNv,SDR,Sales,1,2,0,2,2,248,1,659,-130.0,-151.0
Qualified,Partner Referral,005iRmiKUtSSkR82g5,BDR,Sales,1,2,2,0,1,1042,0,265,-514.0,-522.0
Nurturing,Trade Show,005PhLjKVjb9dOzZoL,AE,Sales,1,1,1,0,0,649,0,-352,446.0,420.0
Qualified,Inbound,005t7soLyXgOHMyIPy,AE,Sales,1,2,1,1,2,896,0,31,-259.0,-260.0
Open,Partner Referral,005zWOoMnQrwuxqr1I,SDR,Sales,1,4,3,1,1,522,1,680,42.0,28.0
Working,Partner Referral,005zQVR4ms4RjAh8MF,BDR,Sales,1,3,1,2,2,1183,1,-773,-810.0,-831.0
Nurturing,Trade Show,005GBFWjFmmyU3YASa,BDR,Sales,1,2,1,1,0,572,0,138,-208.0,-220.0
Qualified,Partner Referral,005mbGysH2pp4xju3N,SDR,Sales,1,4,3,1,3,1442,1,-646,-1164.0,-1188.0
Working,Web,00566La41L76C1ZyfL,SDR,Sales,1,3,2,1,1,1231,0,218,-847.0,-867.0
Working,Web,005M5xWWu90p0JPGJQ,BDR,Sales,1,1,1,0,0,1436,1,-1116,-205.0,-230.0
Working,Partner Referral,005GkgNJqeO2GW2jXH,SDR,Sales,1,2,1,1,1,246,0,1231,-157.0,-183.0
Qualified,Web,005Iyi4Xhg6R1KQ608,SDR,Sales,1,2,1,1,0,1107,0,-205,-138.0,-165.0
Working,Event,005oTuswObpFtGANeE,SDR,Sales,1,4,2,2,2,283,1,-96,-284.0,-287.0
Working,Partner Referral,0058Bwr0RkCwwLehpc,BDR,Sales,1,3,3,0,1,1254,1,-769,-1172.0,-1174.0
Qualified,Outbound,005IgSO06ukUkmxr0U,BDR,Sales,1,1,1,0,0,940,0,-539,-614.0,-625.0
Qualified,Event,00536VT96AN7M9vHvw,BDR,Sales,1,6,5,1,5,1234,1,-338,-891.0,-897.0
Open,Inbound,005OHuMUHvi8wsLMNv,SDR,Sales,1,2,0,2,1,724,1,183,-39.0,-47.0
Open,Web,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,1,0,1,0,768,0,583,-245.0,-252.0
Qualified,Inbound,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,1,1,0,0,1315,0,-816,-570.0,-573.0
Working,Inbound,005Xq8vs8ialvuJ4ap,SDR,Sales,1,4,2,2,0,1165,1,-1047,-753.0,-768.0
Open,Event,005U2hcHrNtlfF5gcz,BDR,Sales,1,5,4,1,4,156,0,-127,-108.0,-127.0
Nurturing,Web,005VxJy5mAR2JIiQzL,SDR,Sales,1,1,0,1,0,1397,0,-1256,-850.0,-859.0
Nurturing,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,1,1,1,0,0,453,1,149,-419.0,-425.0
Nurturing,Outbound,005tRa1eePdjJYM6mg,BDR,Sales,1,4,2,2,1,1081,0,363,-840.0,-849.0
Nurturing,Inbound,005Iyi4Xhg6R1KQ608,SDR,Sales,1,8,2,6,3,1299,1,-397,-1273.0,-1298.0
Open,Partner Referral,005U2hcHrNtlfF5gcz,BDR,Sales,1,6,2,4,1,1453,0,-1424,-1185.0,-1210.0
Working,Web,0053OvJBQj7lluaSJM,SDR,Sales,1,5,4,1,3,205,0,386,0.0,-5.0
Open,Event,005sW3tnobKnIyN0Nz,SDR,Sales,1,1,1,0,1,741,0,-704,679.0,659.0
Open,Inbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,4,4,0,0,355,1,1068,62.0,34.0
Open,Event,0055pWDZRM9H820dFq,SDR,Sales,1,5,2,3,4,65,0,285,81.0,79.0
Qualified,Partner Referral,005k1Pfjp8rVQw0f9u,BDR,Sales,1,7,4,3,3,84,1,1146,-42.0,-45.0
Qualified,Web,005uK1d6IniB6ZlkqB,SDR,Sales,1,3,2,1,1,1126,0,-1039,-296.0,-314.0
Working,Inbound,005HAD1xOIM0ZXro8p,SDR,Sales,1,10,5,5,1,401,1,-313,-350.0,-378.0
Nurturing,Outbound,005xi0Xi0wCwuciNbG,SDR,Sales,1,3,2,1,0,457,1,966,-22.0,-38.0
Open,Partner Referral,005qHaW3q8wb36uD9S,AE,Sales,1,1,0,1,0,286,0,859,-123.0,-124.0
Qualified,Event,005ZRAk3rxvD6mvf15,BDR,Sales,1,3,2,1,2,888,1,-386,-718.0,-734.0
Qualified,Outbound,005tcchhnKXX6SYaxV,SDR,Sales,1,2,0,2,0,642,0,664,-510.0,-531.0
Open,Inbound,005tRa1eePdjJYM6mg,BDR,Sales,1,3,2,1,0,583,1,861,-562.0,-574.0
Working,Web,005nz6ixedb0ulRU2P,BDR,Sales,1,6,2,4,2,93,0,1524,0.0,-11.0
Nurturing,Web,005gYdlj9yv5Cc6zkp,BDR,Sales,1,3,3,0,1,703,0,-402,-473.0,-485.0
Qualified,Event,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,4,1,3,1,544,1,318,-54.0,-81.0
Qualified,Trade Show,005OHuMUHvi8wsLMNv,SDR,Sales,1,2,1,1,2,728,0,179,153.0,126.0
Nurturing,Trade Show,005GnvlPPDq5hOoODG,AE,Sales,1,4,3,1,0,819,1,-57,-347.0,-360.0
Qualified,Partner Referral,005M5xWWu90p0JPGJQ,BDR,Sales,1,3,2,1,1,1079,0,-759,-463.0,-490.0
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,7,3,4,2,247,1,496,-244.0,-249.0
Open,Web,005GkgNJqeO2GW2jXH,SDR,Sales,1,1,0,1,1,249,1,1228,19.0,-2.0
Qualified,Trade Show,005chtXE6kHD1j5gMk,BDR,Sales,1,1,1,0,0,1103,0,-88,-777.0,-802.0
Open,Web,005PcnSwvycOiPT9zy,SDR,Sales,1,8,4,4,2,910,1,-34,-463.0,-481.0
Qualified,Outbound,005RMzHVKudpQtLAvV,SDR,Sales,1,3,1,2,1,510,1,1025,-167.0,-194.0
Qualified,Event,005scUETCztHB2VpGr,SDR,Sales,1,6,3,3,4,723,0,831,-614.0,-635.0
Working,Partner Referral,005sW3tnobKnIyN0Nz,SDR,Sales,1,1,0,1,0,123,0,-86,521.0,509.0
Nurturing,Trade Show,005yopVEVGjrYSQu2q,SDR,Sales,1,3,1,2,0,1281,0,-131,-552.0,-557.0
Working,Trade Show,005yopVEVGjrYSQu2q,SDR,Sales,1,6,5,1,2,1397,0,-247,-1348.0,-1373.0
Open,Inbound,005XY8kCmJrc8XXcwE,BDR,Sales,1,1,1,0,0,500,0,591,833.0,804.0
Open,Event,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,7,5,2,3,556,0,-57,-437.0,-439.0
Working,Partner Referral,005k1Pfjp8rVQw0f9u,BDR,Sales,1,6,3,3,4,225,0,1005,-112.0,-131.0
Open,Partner Referral,005scUETCztHB2VpGr,SDR,Sales,1,4,2,2,0,1330,0,224,-1244.0,-1253.0
Qualified,Partner Referral,005FmC4bvUmQBFO9r1,BDR,Sales,1,4,3,1,1,392,1,1286,-266.0,-277.0
Nurturing,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,0,0,0,0,1379,0,-605,,
Nurturing,Event,005YgcwjR0nrnHIGZX,SDR,Sales,1,2,0,2,0,1171,1,372,-957.0,-983.0
Open,Web,005sW3tnobKnIyN0Nz,SDR,Sales,1,1,1,0,0,134,0,-97,666.0,640.0
Open,Trade Show,005VxJy5mAR2JIiQzL,SDR,Sales,1,4,2,2,2,482,1,-341,-357.0,-385.0
Working,Partner Referral,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,4,4,0,2,36,1,463,127.0,101.0
Nurturing,Outbound,005ZRAk3rxvD6mvf15,BDR,Sales,1,8,4,4,3,308,1,194,-262.0,-272.0
Nurturing,Trade Show,0053WZIwXgjGUPdHRc,SDR,Sales,1,1,1,0,0,1259,0,-836,60.0,59.0
Qualified,Event,005zQVR4ms4RjAh8MF,BDR,Sales,1,3,3,0,1,398,1,12,173.0,167.0
Qualified,Outbound,0057tOW88h5S2FQMo9,AE,Sales,1,4,2,2,1,988,1,56,-857.0,-869.0
Working,Outbound,005Rxy2aV7ygR0ASuT,BDR,Sales,1,4,0,4,1,1371,0,260,-1104.0,-1110.0
Nurturing,Partner Referral,005U1SVjkIk2fyV5rw,SDR,Sales,1,5,3,2,3,779,1,-764,-105.0,-118.0
Open,Partner Referral,005Jf9CIg9lV3G32cG,BDR,Sales,1,5,1,4,2,1119,1,-126,-908.0,-929.0
Working,Web,005oy1dBH72KcdA9bM,SDR,Sales,1,5,3,2,3,1243,0,83,-1245.0,-1261.0
Open,Event,005mtNZ6PjUxSYdipW,AE,Sales,1,3,1,2,1,717,0,-170,23.0,13.0
Qualified,Outbound,005f9kyPUYR0yZXH7k,SDR,Sales,1,0,0,0,0,377,1,-52,,
Qualified,Trade Show,005Jf9CIg9lV3G32cG,BDR,Sales,1,5,4,1,1,618,1,375,-254.0,-269.0
Working,Web,005YgcwjR0nrnHIGZX,SDR,Sales,1,2,1,1,0,1054,1,489,-180.0,-197.0
Open,Partner Referral,005eP2OT2tJzd6Dja9,BDR,Sales,1,10,4,6,3,525,0,244,-498.0,-509.0
Open,Trade Show,00552has5XdvFlGgIo,SDR,Sales,1,3,1,2,1,542,0,1053,-322.0,-341.0
Nurturing,Trade Show,005DS8Y3naP935K0U7,BDR,Sales,1,1,0,1,1,433,0,666,856.0,852.0
Nurturing,Trade Show,005bo0fFeWaVUqG2KV,SDR,Sales,1,2,2,0,0,1164,1,-405,-824.0,-850.0
Nurturing,Inbound,0051FeBviD8WOpEx9p,SDR,Sales,1,6,4,2,2,503,1,-505,-363.0,-387.0
Working,Outbound,005oy1dBH72KcdA9bM,SDR,Sales,1,2,1,1,2,1170,0,156,-1146.0,-1166.0
Nurturing,Outbound,005ZmDANT8NxIwQSUH,BDR,Sales,1,4,1,3,0,134,1,-203,68.0,49.0
Qualified,Web,005Rxy2aV7ygR0ASuT,BDR,Sales,1,1,1,0,0,421,1,1210,810.0,800.0
Qualified,Trade Show,005Zig763saiCy9Xs5,BDR,Sales,1,3,3,0,0,1023,0,556,-280.0,-296.0
Nurturing,Event,005zWOoMnQrwuxqr1I,SDR,Sales,1,5,2,3,2,850,0,352,-817.0,-839.0
Open,Trade Show,005B24wkYeA8WTwY25,AE,Sales,1,3,1,2,2,125,0,1502,37.0,16.0
Open,Event,005ZgXPYFXOBU7G1tp,BDR,Sales,1,2,1,1,1,577,1,25,-140.0,-170.0
Nurturing,Event,005PsOTr02Fp2pwCFZ,BDR,Sales,1,9,5,4,1,332,0,360,-296.0,-302.0
Open,Inbound,005zWOoMnQrwuxqr1I,SDR,Sales,1,3,2,1,0,906,0,296,-70.0,-91.0
Open,Trade Show,005n3YnrPf6lJOdoQd,AE,Sales,1,4,1,3,1,1454,1,-1016,-1408.0,-1422.0
Open,Inbound,00566La41L76C1ZyfL,SDR,Sales,1,3,0,3,1,1318,1,131,-1063.0,-1073.0
Open,Web,005ZgXPYFXOBU7G1tp,BDR,Sales,1,4,3,1,3,669,0,-67,-659.0,-673.0
Working,Partner Referral,005fDW8pqYyhUsaaJT,SDR,Sales,1,1,0,1,1,153,1,533,1184.0,1163.0
Qualified,Outbound,005T3CcQW30Fc3HxzP,BDR,Sales,1,3,0,3,2,420,0,-75,-272.0,-283.0
Open,Inbound,005sbu92PDPF7bHdnm,BDR,Sales,1,4,3,1,3,731,1,-703,-90.0,-120.0
Working,Outbound,005YJKL1sxnz5KucCa,SDR,Sales,1,1,1,0,0,565,0,97,-142.0,-159.0
Open,Partner Referral,005dEsDKcaedNVmJU3,SDR,Sales,1,3,0,3,0,188,0,1199,-58.0,-84.0
Qualified,Event,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,1,3,0,466,1,-233,-217.0,-238.0
Working,Partner Referral,005GITA8ZV1nYz3VcV,BDR,Sales,1,7,4,3,0,679,1,118,-657.0,-672.0
Nurturing,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,4,1,3,3,566,0,208,-398.0,-407.0
Qualified,Event,005TqlXejhWbvjVWsd,AE,Sales,1,3,2,1,0,1409,0,-939,-517.0,-526.0
Open,Web,005oNQqFKPLjEKAacs,SDR,Sales,1,5,3,2,2,331,0,801,-131.0,-132.0
Open,Trade Show,005w1rZfJkoRoaYcEo,BDR,Sales,1,2,1,1,0,190,0,1353,807.0,795.0
Qualified,Web,005r9q3iIp3WHLiZhI,SDR,Sales,1,5,3,2,2,17,1,1389,76.0,61.0
Open,Inbound,005DtIhNjUqehYU9Ld,SDR,Sales,1,5,2,3,2,119,1,888,-96.0,-103.0
Nurturing,Outbound,005Zig763saiCy9Xs5,BDR,Sales,1,2,2,0,0,347,0,1232,-184.0,-201.0
Nurturing,Inbound,005r8kcdxSxYgha9K0,SDR,Sales,1,3,1,2,0,302,1,22,-201.0,-208.0
Qualified,Inbound,005mm9vtHx0K9TGlB7,SDR,Sales,1,4,0,4,1,754,1,-200,-420.0,-430.0
Nurturing,Trade Show,005IAWyyPlUBLQDIva,SDR,Sales,1,4,3,1,2,1449,0,-456,-1259.0,-1279.0
