status,lead_source,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted
Open,Event,SDR,Sales,1,1,0,1,741,-704,679.0,659.0,0
Open,Inbound,SDR,Sales,4,4,0,0,355,1068,62.0,34.0,1
Open,Event,SDR,Sales,5,2,3,4,65,285,81.0,79.0,0
Qualified,Partner Referral,BDR,Sales,7,4,3,3,84,1146,-42.0,-45.0,1
Qualified,Web,SDR,Sales,3,2,1,1,1126,-1039,-296.0,-314.0,0
Working,Inbound,SDR,Sales,10,5,5,1,401,-313,-350.0,-378.0,1
Nurturing,Outbound,SDR,Sales,3,2,1,0,457,966,-22.0,-38.0,1
Open,Partner Referral,AE,Sales,1,0,1,0,286,859,-123.0,-124.0,0
Qualified,Event,BDR,Sales,3,2,1,2,888,-386,-718.0,-734.0,1
Qualified,Outbound,SDR,Sales,2,0,2,0,642,664,-510.0,-531.0,0
Open,Inbound,BDR,Sales,3,2,1,0,583,861,-562.0,-574.0,1
Working,Web,BDR,Sales,6,2,4,2,93,1524,0.0,-11.0,0
Nurturing,Web,BDR,Sales,3,3,0,1,703,-402,-473.0,-485.0,0
Qualified,Event,BDR,Sales,4,1,3,1,544,318,-54.0,-81.0,1
Qualified,Trade Show,SDR,Sales,2,1,1,2,728,179,153.0,126.0,0
Nurturing,Trade Show,AE,Sales,4,3,1,0,819,-57,-347.0,-360.0,1
Qualified,Partner Referral,BDR,Sales,3,2,1,1,1079,-759,-463.0,-490.0,0
Nurturing,Web,SDR,Sales,7,3,4,2,247,496,-244.0,-249.0,1
Open,Web,SDR,Sales,1,0,1,1,249,1228,19.0,-2.0,1
Qualified,Trade Show,BDR,Sales,1,1,0,0,1103,-88,-777.0,-802.0,0
Open,Web,SDR,Sales,8,4,4,2,910,-34,-463.0,-481.0,1
Qualified,Outbound,SDR,Sales,3,1,2,1,510,1025,-167.0,-194.0,1
Qualified,Event,SDR,Sales,6,3,3,4,723,831,-614.0,-635.0,0
Working,Partner Referral,SDR,Sales,1,0,1,0,123,-86,521.0,509.0,0
Nurturing,Trade Show,SDR,Sales,3,1,2,0,1281,-131,-552.0,-557.0,0
Working,Trade Show,SDR,Sales,6,5,1,2,1397,-247,-1348.0,-1373.0,0
Open,Inbound,BDR,Sales,1,1,0,0,500,591,833.0,804.0,0
Open,Event,BDR,Sales,7,5,2,3,556,-57,-437.0,-439.0,0
Working,Partner Referral,BDR,Sales,6,3,3,4,225,1005,-112.0,-131.0,0
Open,Partner Referral,SDR,Sales,4,2,2,0,1330,224,-1244.0,-1253.0,0
Qualified,Partner Referral,BDR,Sales,4,3,1,1,392,1286,-266.0,-277.0,1
Nurturing,Partner Referral,BDR,Sales,0,0,0,0,1379,-605,,,0
Nurturing,Event,SDR,Sales,2,0,2,0,1171,372,-957.0,-983.0,1
Open,Web,SDR,Sales,1,1,0,0,134,-97,666.0,640.0,0
Open,Trade Show,SDR,Sales,4,2,2,2,482,-341,-357.0,-385.0,1
Working,Partner Referral,BDR,Sales,4,4,0,2,36,463,127.0,101.0,1
Nurturing,Outbound,BDR,Sales,8,4,4,3,308,194,-262.0,-272.0,1
Nurturing,Trade Show,SDR,Sales,1,1,0,0,1259,-836,60.0,59.0,0
Qualified,Event,BDR,Sales,3,3,0,1,398,12,173.0,167.0,1
Qualified,Outbound,AE,Sales,4,2,2,1,988,56,-857.0,-869.0,1
Working,Outbound,BDR,Sales,4,0,4,1,1371,260,-1104.0,-1110.0,0
Nurturing,Partner Referral,SDR,Sales,5,3,2,3,779,-764,-105.0,-118.0,1
Open,Partner Referral,BDR,Sales,5,1,4,2,1119,-126,-908.0,-929.0,1
Working,Web,SDR,Sales,5,3,2,3,1243,83,-1245.0,-1261.0,0
Open,Event,AE,Sales,3,1,2,1,717,-170,23.0,13.0,0
Qualified,Outbound,SDR,Sales,0,0,0,0,377,-52,,,1
Qualified,Trade Show,BDR,Sales,5,4,1,1,618,375,-254.0,-269.0,1
Working,Web,SDR,Sales,2,1,1,0,1054,489,-180.0,-197.0,1
Open,Partner Referral,BDR,Sales,10,4,6,3,525,244,-498.0,-509.0,0
Open,Trade Show,SDR,Sales,3,1,2,1,542,1053,-322.0,-341.0,0
Nurturing,Trade Show,BDR,Sales,1,0,1,1,433,666,856.0,852.0,0
Nurturing,Trade Show,SDR,Sales,2,2,0,0,1164,-405,-824.0,-850.0,1
Nurturing,Inbound,SDR,Sales,6,4,2,2,503,-505,-363.0,-387.0,1
Working,Outbound,SDR,Sales,2,1,1,2,1170,156,-1146.0,-1166.0,0
Nurturing,Outbound,BDR,Sales,4,1,3,0,134,-203,68.0,49.0,1
Qualified,Web,BDR,Sales,1,1,0,0,421,1210,810.0,800.0,1
Qualified,Trade Show,BDR,Sales,3,3,0,0,1023,556,-280.0,-296.0,0
Nurturing,Event,SDR,Sales,5,2,3,2,850,352,-817.0,-839.0,0
Open,Trade Show,AE,Sales,3,1,2,2,125,1502,37.0,16.0,0
Open,Event,BDR,Sales,2,1,1,1,577,25,-140.0,-170.0,1
Nurturing,Event,BDR,Sales,9,5,4,1,332,360,-296.0,-302.0,0
Open,Inbound,SDR,Sales,3,2,1,0,906,296,-70.0,-91.0,0
Open,Trade Show,AE,Sales,4,1,3,1,1454,-1016,-1408.0,-1422.0,1
Open,Inbound,SDR,Sales,3,0,3,1,1318,131,-1063.0,-1073.0,1
Open,Web,BDR,Sales,4,3,1,3,669,-67,-659.0,-673.0,0
Working,Partner Referral,SDR,Sales,1,0,1,1,153,533,1184.0,1163.0,1
Qualified,Outbound,BDR,Sales,3,0,3,2,420,-75,-272.0,-283.0,0
Open,Inbound,BDR,Sales,4,3,1,3,731,-703,-90.0,-120.0,1
Working,Outbound,SDR,Sales,1,1,0,0,565,97,-142.0,-159.0,0
Open,Partner Referral,SDR,Sales,3,0,3,0,188,1199,-58.0,-84.0,0
Qualified,Event,BDR,Sales,4,1,3,0,466,-233,-217.0,-238.0,1
Working,Partner Referral,BDR,Sales,7,4,3,0,679,118,-657.0,-672.0,1
Nurturing,Partner Referral,BDR,Sales,4,1,3,3,566,208,-398.0,-407.0,0
Qualified,Event,AE,Sales,3,2,1,0,1409,-939,-517.0,-526.0,0
Open,Web,SDR,Sales,5,3,2,2,331,801,-131.0,-132.0,0
Open,Trade Show,BDR,Sales,2,1,1,0,190,1353,807.0,795.0,0
Qualified,Web,SDR,Sales,5,3,2,2,17,1389,76.0,61.0,1
Open,Inbound,SDR,Sales,5,2,3,2,119,888,-96.0,-103.0,1
Nurturing,Outbound,BDR,Sales,2,2,0,0,347,1232,-184.0,-201.0,0
Nurturing,Inbound,SDR,Sales,3,1,2,0,302,22,-201.0,-208.0,1
Qualified,Inbound,SDR,Sales,4,0,4,1,754,-200,-420.0,-430.0,1
Nurturing,Trade Show,SDR,Sales,4,3,1,2,1449,-456,-1259.0,-1279.0,0
Qualified,Event,SDR,Sales,4,2,2,0,1072,68,-432.0,-445.0,1
Working,Outbound,BDR,Sales,4,2,2,1,135,266,48.0,40.0,1
Open,Outbound,BDR,Sales,5,3,2,1,568,536,232.0,203.0,1
Qualified,Event,AE,Sales,1,0,1,0,755,-501,-61.0,-73.0,1
Nurturing,Event,SDR,Sales,2,1,1,2,797,626,-675.0,-694.0,0
Nurturing,Web,BDR,Sales,2,0,2,0,745,321,-207.0,-226.0,0
Working,Partner Referral,SDR,Sales,6,3,3,1,1442,-679,-944.0,-946.0,1
Open,Event,SDR,Sales,4,3,1,3,1448,-1361,-1202.0,-1221.0,0
Working,Event,SDR,Sales,3,2,1,1,1156,-1078,-960.0,-972.0,1
Nurturing,Web,SDR,Sales,1,0,1,1,571,135,261.0,235.0,0
Qualified,Event,BDR,Sales,7,3,4,1,420,1024,-424.0,-438.0,1
Working,Inbound,AE,Sales,4,4,0,0,1099,228,-1010.0,-1014.0,1
Open,Inbound,SDR,Sales,6,3,3,1,737,-659,-626.0,-632.0,1
Qualified,Partner Referral,SDR,Sales,4,1,3,1,129,666,359.0,332.0,0
Nurturing,Web,SDR,Sales,4,3,1,1,1231,-1153,-1211.0,-1231.0,0
Open,Event,BDR,Sales,5,1,4,3,1396,-599,-1069.0,-1078.0,1
Open,Outbound,SDR,Sales,5,4,1,5,358,-345,228.0,222.0,0
Open,Outbound,BDR,Sales,2,0,2,0,1378,157,-178.0,-181.0,0
Qualified,Partner Referral,SDR,Sales,5,1,4,1,655,-514,-537.0,-567.0,1
Nurturing,Web,SDR,Sales,3,0,3,0,141,1413,543.0,519.0,0
Qualified,Web,BDR,Sales,4,3,1,0,625,-50,-544.0,-573.0,0
Nurturing,Partner Referral,BDR,Sales,5,4,1,1,1088,456,-1105.0,-1113.0,1
Open,Partner Referral,AE,Sales,1,0,1,0,1264,-777,133.0,120.0,1
Qualified,Event,BDR,Sales,2,0,2,0,151,463,-47.0,-55.0,0
Qualified,Trade Show,SDR,Sales,3,1,2,2,180,144,46.0,43.0,0
Qualified,Outbound,SDR,Sales,8,2,6,3,758,-568,-659.0,-669.0,0
Open,Partner Referral,BDR,Sales,0,0,0,0,775,154,,,1
Qualified,Event,BDR,Sales,4,2,2,1,923,307,-786.0,-787.0,0
Nurturing,Event,BDR,Sales,7,4,3,0,874,141,-784.0,-789.0,0
Qualified,Web,BDR,Sales,4,3,1,1,853,729,-673.0,-685.0,0
Nurturing,Inbound,AE,Sales,4,3,1,2,543,485,-481.0,-496.0,1
Working,Partner Referral,AE,Sales,2,2,0,0,413,943,-280.0,-284.0,1
Qualified,Outbound,BDR,Sales,4,2,2,1,600,944,-155.0,-177.0,1
Qualified,Partner Referral,BDR,Sales,1,0,1,1,51,1108,791.0,768.0,1
Open,Event,SDR,Sales,9,5,4,2,1383,-636,-1305.0,-1307.0,1
Qualified,Outbound,SDR,Sales,2,1,1,2,269,-128,901.0,896.0,1
Working,Partner Referral,SDR,Sales,3,2,1,2,750,637,-499.0,-500.0,1
Qualified,Web,BDR,Sales,5,2,3,1,170,190,-151.0,-155.0,0
Nurturing,Web,AE,Sales,5,3,2,2,248,480,279.0,270.0,1
Qualified,Trade Show,BDR,Sales,3,2,1,2,1299,229,-473.0,-500.0,1
Qualified,Web,BDR,Sales,3,2,1,1,460,-480,-47.0,-73.0,0
Qualified,Event,SDR,Sales,8,4,4,2,769,-266,-722.0,-742.0,0
Qualified,Web,SDR,Sales,5,4,1,1,1219,-796,-1242.0,-1247.0,1
Nurturing,Outbound,SDR,Sales,2,0,2,2,861,-102,-339.0,-348.0,0
Working,Outbound,SDR,Sales,2,2,0,2,275,-277,220.0,192.0,1
Working,Trade Show,BDR,Sales,3,1,2,1,577,1040,-495.0,-512.0,0
Qualified,Inbound,SDR,Sales,4,1,3,1,760,738,-679.0,-689.0,0
Open,Outbound,SDR,Sales,4,1,3,3,5,1646,143.0,139.0,1
Nurturing,Trade Show,SDR,Sales,7,4,3,3,1313,28,-1116.0,-1144.0,1
Open,Web,SDR,Sales,3,3,0,0,29,296,30.0,14.0,0
Qualified,Partner Referral,SDR,Sales,4,2,2,2,441,552,-31.0,-48.0,1
Qualified,Event,BDR,Sales,8,3,5,5,665,101,-680.0,-693.0,0
Working,Inbound,BDR,Sales,4,1,3,1,1239,-470,-658.0,-663.0,0
Working,Event,AE,Sales,3,1,2,0,1111,-287,-1038.0,-1047.0,0
Open,Outbound,BDR,Sales,4,2,2,0,624,-622,-173.0,-195.0,1
Nurturing,Inbound,BDR,Sales,5,4,1,3,590,184,-436.0,-463.0,0
Qualified,Inbound,BDR,Sales,2,1,1,0,479,1065,-161.0,-176.0,0
Qualified,Inbound,SDR,Sales,1,1,0,1,1291,304,-1174.0,-1187.0,1
Open,Partner Referral,BDR,Sales,2,1,1,2,674,-441,-147.0,-162.0,0
Open,Trade Show,SDR,Sales,6,2,4,3,1318,105,-1281.0,-1284.0,1
Nurturing,Inbound,BDR,Sales,1,0,1,1,406,353,330.0,302.0,0
Working,Trade Show,SDR,Sales,6,3,3,3,510,896,-52.0,-74.0,1
Nurturing,Inbound,SDR,Sales,2,2,0,1,895,-612,-717.0,-727.0,0
Qualified,Outbound,SDR,Sales,3,2,1,1,343,998,-197.0,-202.0,1
Open,Inbound,SDR,Sales,4,2,2,2,550,-552,-548.0,-554.0,0
Working,Web,SDR,Sales,6,2,4,2,1323,-580,-1042.0,-1054.0,0
Nurturing,Event,SDR,Sales,2,2,0,0,997,501,-1016.0,-1025.0,1
Qualified,Outbound,SDR,Sales,7,1,6,2,988,-951,-952.0,-963.0,0
Qualified,Outbound,BDR,Sales,5,4,1,1,742,279,-731.0,-743.0,0
Qualified,Event,BDR,Sales,3,1,2,0,1341,-1226,-695.0,-705.0,1
Open,Inbound,AE,Sales,3,1,2,0,673,523,-391.0,-421.0,1
Nurturing,Trade Show,BDR,Sales,7,4,3,2,1291,-192,-1301.0,-1317.0,0
Working,Event,AE,Sales,2,1,1,1,169,947,603.0,581.0,1
Working,Outbound,SDR,Sales,7,4,3,3,1256,-1150,-985.0,-1014.0,1
Qualified,Web,BDR,Sales,4,1,3,1,165,601,569.0,552.0,0
Qualified,Outbound,BDR,Sales,1,0,1,0,1164,-1136,-327.0,-341.0,0
Working,Outbound,BDR,Sales,3,1,2,1,1252,-768,-983.0,-1012.0,1
Qualified,Web,SDR,Sales,1,0,1,1,744,458,-543.0,-568.0,1
Open,Inbound,SDR,Sales,3,1,2,0,764,-102,64.0,53.0,1
Qualified,Event,BDR,Sales,1,1,0,0,463,-434,821.0,812.0,1
Nurturing,Partner Referral,SDR,Sales,3,3,0,1,1146,-1005,-910.0,-922.0,1
Nurturing,Inbound,AE,Sales,3,1,2,1,1432,-1500,-1277.0,-1294.0,0
Nurturing,Event,SDR,Sales,5,2,3,2,824,-596,-847.0,-855.0,1
Qualified,Inbound,SDR,Sales,3,3,0,0,968,-778,-939.0,-946.0,1
Open,Inbound,SDR,Sales,5,3,2,4,1312,-826,-1242.0,-1252.0,0
Open,Trade Show,BDR,Sales,4,4,0,0,1161,-392,-1146.0,-1164.0,0
Working,Trade Show,BDR,Sales,3,1,2,2,185,1048,-5.0,-21.0,1
Working,Outbound,SDR,Sales,4,1,3,1,945,51,-617.0,-619.0,1
Working,Web,BDR,Sales,3,1,2,1,997,-587,-936.0,-940.0,1
Nurturing,Trade Show,SDR,Sales,2,2,0,0,991,396,-506.0,-521.0,1
Working,Partner Referral,BDR,Sales,3,1,2,1,272,1048,182.0,168.0,1
Working,Trade Show,BDR,Sales,5,2,3,3,1164,-665,-1160.0,-1181.0,0
Working,Trade Show,SDR,Sales,5,4,1,2,666,-560,-607.0,-633.0,0
Qualified,Outbound,SDR,Sales,1,1,0,0,1321,233,-949.0,-953.0,1
Nurturing,Outbound,SDR,Sales,6,4,2,3,1179,-1166,-875.0,-899.0,0
Qualified,Web,BDR,Sales,3,0,3,1,106,1124,468.0,467.0,0
Qualified,Event,AE,Sales,0,0,0,0,361,747,,,0
Nurturing,Web,SDR,Sales,1,0,1,1,1131,-384,-701.0,-724.0,1
Open,Event,SDR,Sales,1,0,1,1,517,226,-369.0,-373.0,1
Open,Event,SDR,Sales,1,0,1,0,635,-547,367.0,365.0,1
Qualified,Web,BDR,Sales,3,1,2,2,684,-182,-334.0,-341.0,1
Qualified,Web,BDR,Sales,3,1,2,1,1223,-659,-744.0,-749.0,1
Nurturing,Outbound,BDR,Sales,4,3,1,2,781,-380,-502.0,-525.0,1
Qualified,Outbound,SDR,Sales,4,2,2,1,510,366,-242.0,-243.0,0
Qualified,Trade Show,SDR,Sales,3,1,2,1,746,-658,-726.0,-752.0,1
Working,Event,SDR,Sales,3,2,1,1,1031,-681,-742.0,-762.0,0
Qualified,Event,SDR,Sales,5,3,2,3,303,706,-270.0,-271.0,1
Nurturing,Web,SDR,Sales,3,2,1,2,885,-736,-316.0,-318.0,0
Open,Outbound,SDR,Sales,1,1,0,1,689,-203,153.0,150.0,1
Working,Inbound,BDR,Sales,4,3,1,2,1219,-447,-1172.0,-1173.0,1
Nurturing,Event,SDR,Sales,2,2,0,1,820,775,-467.0,-473.0,0
Open,Inbound,BDR,Sales,3,1,2,1,141,1476,-46.0,-51.0,0
Qualified,Partner Referral,SDR,Sales,7,4,3,0,113,1228,-75.0,-82.0,0
Open,Partner Referral,BDR,Sales,5,1,4,1,1207,410,-1127.0,-1152.0,0
Qualified,Trade Show,SDR,Sales,2,2,0,1,35,349,188.0,184.0,0
Open,Inbound,SDR,Sales,6,2,4,2,583,123,-534.0,-560.0,1
Open,Inbound,BDR,Sales,5,3,2,2,313,708,261.0,231.0,0
Qualified,Inbound,AE,Sales,2,1,1,0,742,-810,-203.0,-214.0,1
Open,Web,SDR,Sales,4,3,1,1,1224,330,-990.0,-999.0,0
Open,Event,SDR,Sales,5,2,3,4,629,-488,-599.0,-605.0,1
Working,Inbound,BDR,Sales,5,1,4,2,387,215,-173.0,-197.0,1
Working,Partner Referral,SDR,Sales,2,0,2,1,440,-352,920.0,894.0,1
Qualified,Outbound,BDR,Sales,5,2,3,3,874,-845,-860.0,-871.0,1
Open,Web,SDR,Sales,6,6,0,2,857,686,-432.0,-460.0,0
Open,Inbound,SDR,Sales,5,3,2,2,693,50,-691.0,-720.0,1
Nurturing,Event,BDR,Sales,2,1,1,0,1413,115,-826.0,-830.0,0
Nurturing,Event,BDR,Sales,6,2,4,2,415,600,-239.0,-249.0,0
Working,Partner Referral,SDR,Sales,6,3,3,2,538,246,-380.0,-385.0,1
Open,Partner Referral,AE,Sales,6,3,3,3,622,799,-450.0,-467.0,1
Qualified,Outbound,AE,Sales,3,1,2,1,755,135,-775.0,-782.0,1
Qualified,Outbound,BDR,Sales,5,1,4,1,549,-50,221.0,196.0,1
Open,Partner Referral,BDR,Sales,6,3,3,2,112,903,-39.0,-42.0,0
Qualified,Partner Referral,BDR,Sales,7,4,3,4,929,614,-870.0,-890.0,0
Working,Event,AE,Sales,3,1,2,1,1128,-359,-692.0,-714.0,1
Working,Outbound,SDR,Sales,2,1,1,0,1253,-1165,-738.0,-761.0,1
Qualified,Trade Show,SDR,Sales,4,2,2,2,1052,-176,-1045.0,-1053.0,1
Qualified,Web,SDR,Sales,5,2,3,3,1410,-585,-1240.0,-1245.0,1
Working,Web,BDR,Sales,2,1,1,1,1286,364,-1238.0,-1259.0,1
Qualified,Inbound,BDR,Sales,7,2,5,3,827,-716,-248.0,-256.0,0
Qualified,Partner Referral,BDR,Sales,4,1,3,2,680,-100,-643.0,-652.0,1
Working,Partner Referral,BDR,Sales,4,1,3,2,1318,360,-1101.0,-1127.0,1
Working,Web,SDR,Sales,5,1,4,2,272,780,255.0,249.0,1
Nurturing,Partner Referral,SDR,Sales,2,1,1,1,1102,-953,-973.0,-981.0,0
Nurturing,Event,SDR,Sales,4,3,1,0,384,123,-334.0,-359.0,0
Qualified,Inbound,BDR,Sales,3,1,2,1,1447,-356,-1122.0,-1138.0,0
Nurturing,Partner Referral,BDR,Sales,4,1,3,1,987,-573,-137.0,-166.0,1
Nurturing,Trade Show,BDR,Sales,4,2,2,2,658,897,-496.0,-526.0,1
Nurturing,Partner Referral,BDR,Sales,1,0,1,1,494,976,76.0,69.0,0
Working,Inbound,SDR,Sales,4,1,3,1,418,648,-132.0,-153.0,1
Open,Partner Referral,BDR,Sales,1,0,1,1,614,737,304.0,281.0,1
Nurturing,Outbound,BDR,Sales,3,3,0,1,522,244,-197.0,-223.0,1
Qualified,Trade Show,SDR,Sales,5,4,1,1,570,817,-546.0,-569.0,1
Nurturing,Web,AE,Sales,3,3,0,1,67,411,2.0,-11.0,0
Qualified,Trade Show,SDR,Sales,2,2,0,1,277,466,313.0,287.0,0
Qualified,Event,SDR,Sales,4,3,1,3,984,439,-992.0,-1015.0,0
Nurturing,Inbound,AE,Sales,2,2,0,1,148,121,453.0,439.0,1
Qualified,Outbound,BDR,Sales,2,2,0,1,683,872,21.0,5.0,1
Open,Partner Referral,SDR,Sales,5,3,2,1,266,477,-129.0,-158.0,0
Working,Inbound,AE,Sales,4,3,1,0,106,372,466.0,464.0,0
Working,Outbound,BDR,Sales,7,2,5,2,574,961,-525.0,-535.0,1
Qualified,Trade Show,BDR,Sales,5,4,1,1,454,-53,-118.0,-144.0,0
Nurturing,Trade Show,BDR,Sales,3,1,2,1,242,530,63.0,61.0,1
Nurturing,Partner Referral,SDR,Sales,4,1,3,2,511,-433,106.0,79.0,0
Nurturing,Partner Referral,BDR,Sales,2,1,1,1,965,-418,132.0,109.0,1
Nurturing,Inbound,SDR,Sales,3,3,0,1,47,460,909.0,889.0,1
Nurturing,Trade Show,SDR,Sales,5,2,3,0,677,118,-401.0,-420.0,1
Open,Outbound,BDR,Sales,2,0,2,0,1284,-525,-964.0,-971.0,0
Open,Partner Referral,BDR,Sales,4,1,3,0,1099,-363,-600.0,-609.0,1
Qualified,Web,BDR,Sales,4,3,1,1,70,41,273.0,249.0,1
Nurturing,Event,BDR,Sales,2,1,1,0,296,725,56.0,27.0,0
Nurturing,Trade Show,BDR,Sales,2,2,0,1,655,888,325.0,311.0,1
Nurturing,Web,BDR,Sales,3,2,1,1,102,1131,462.0,457.0,1
Working,Web,SDR,Sales,0,0,0,0,1382,95,,,0
Working,Outbound,SDR,Sales,4,1,3,0,771,759,-754.0,-777.0,0
Qualified,Inbound,BDR,Sales,4,4,0,1,892,212,-663.0,-681.0,0
Open,Trade Show,AE,Sales,5,1,4,1,682,245,-351.0,-360.0,1
Working,Trade Show,SDR,Sales,6,2,4,0,1207,56,-1104.0,-1132.0,1
Qualified,Outbound,BDR,Sales,4,1,3,1,1453,-362,-1223.0,-1246.0,1
Open,Inbound,BDR,Sales,1,0,1,0,1440,-544,-96.0,-99.0,0
Qualified,Trade Show,BDR,Sales,3,2,1,1,766,-247,-696.0,-700.0,0
Working,Web,SDR,Sales,1,1,0,0,384,-235,737.0,730.0,0
Working,Partner Referral,SDR,Sales,2,1,1,0,372,463,-69.0,-76.0,0
Nurturing,Partner Referral,BDR,Sales,5,4,1,0,626,929,-533.0,-546.0,0
Open,Inbound,AE,Sales,4,1,3,0,951,649,-942.0,-960.0,1
Nurturing,Trade Show,SDR,Sales,3,0,3,2,1314,-807,-387.0,-389.0,0
Open,Outbound,SDR,Sales,4,2,2,0,561,1034,168.0,142.0,1
Open,Outbound,BDR,Sales,2,2,0,1,260,1283,617.0,594.0,1
Qualified,Inbound,BDR,Sales,3,2,1,1,1370,-279,-1231.0,-1242.0,1
Nurturing,Web,SDR,Sales,3,3,0,2,565,198,-519.0,-542.0,0
Qualified,Outbound,BDR,Sales,3,1,2,0,37,1641,836.0,828.0,0
Nurturing,Inbound,AE,Sales,7,3,4,4,742,355,-274.0,-294.0,1
Nurturing,Inbound,BDR,Sales,5,3,2,2,1212,-802,-881.0,-908.0,1
Nurturing,Web,SDR,Sales,6,1,5,2,380,367,-287.0,-293.0,1
Nurturing,Outbound,BDR,Sales,1,0,1,0,651,527,330.0,317.0,1
Open,Trade Show,AE,Sales,2,1,1,1,1359,-630,-131.0,-132.0,0
Open,Outbound,SDR,Sales,3,2,1,2,368,375,-322.0,-339.0,1
Nurturing,Web,BDR,Sales,4,0,4,0,1287,183,-927.0,-935.0,1
Nurturing,Partner Referral,SDR,Sales,4,2,2,2,319,-241,-89.0,-93.0,0
Working,Partner Referral,SDR,Sales,6,3,3,2,1000,-237,-909.0,-928.0,0
Open,Partner Referral,BDR,Sales,1,1,0,0,289,127,-24.0,-51.0,1
Open,Partner Referral,SDR,Sales,1,1,0,0,755,152,458.0,450.0,1
Qualified,Partner Referral,SDR,Sales,3,1,2,1,835,760,-65.0,-91.0,1
Nurturing,Web,SDR,Sales,4,1,3,1,877,-374,-802.0,-828.0,1
Qualified,Inbound,SDR,Sales,1,1,0,0,664,-2,566.0,548.0,1
Working,Outbound,BDR,Sales,3,1,2,1,871,195,-798.0,-814.0,1
Working,Outbound,SDR,Sales,3,0,3,0,1449,-1125,-1296.0,-1309.0,1
Qualified,Outbound,BDR,Sales,0,0,0,0,1346,-325,,,1
Qualified,Inbound,SDR,Sales,3,2,1,1,564,271,-302.0,-311.0,1
Qualified,Partner Referral,SDR,Sales,2,2,0,2,863,635,-502.0,-508.0,0
Working,Trade Show,BDR,Sales,4,3,1,3,713,904,-396.0,-405.0,1
Qualified,Web,AE,Sales,3,2,1,0,1043,313,-833.0,-855.0,0
Nurturing,Partner Referral,BDR,Sales,1,0,1,1,829,-800,-222.0,-226.0,0
Working,Inbound,BDR,Sales,3,2,1,1,449,50,-243.0,-256.0,1
Open,Partner Referral,BDR,Sales,7,6,1,3,1008,-893,-552.0,-578.0,0
Qualified,Outbound,BDR,Sales,8,5,3,6,511,36,-424.0,-445.0,1
Working,Partner Referral,SDR,Sales,3,2,1,1,1187,-391,-1044.0,-1065.0,0
Working,Inbound,SDR,Sales,6,6,0,1,1095,-504,-376.0,-401.0,1
Open,Inbound,AE,Sales,6,5,1,0,1192,-95,-653.0,-660.0,1
Qualified,Partner Referral,BDR,Sales,5,2,3,2,869,361,-373.0,-389.0,0
Nurturing,Trade Show,SDR,Sales,3,0,3,3,890,-784,-135.0,-150.0,1
Nurturing,Outbound,BDR,Sales,7,5,2,4,985,-625,-800.0,-805.0,0
Qualified,Event,BDR,Sales,2,1,1,0,1370,-823,-462.0,-490.0,1
Open,Web,AE,Sales,4,2,2,1,165,313,32.0,28.0,1
Qualified,Outbound,SDR,Sales,3,2,1,1,467,435,-461.0,-467.0,1
Open,Event,BDR,Sales,2,0,2,1,710,-18,-571.0,-588.0,1
Open,Outbound,BDR,Sales,2,1,1,1,861,298,362.0,348.0,1
Nurturing,Inbound,BDR,Sales,2,1,1,1,689,-578,-600.0,-601.0,1
Working,Trade Show,BDR,Sales,7,6,1,2,486,865,-256.0,-277.0,0
Nurturing,Partner Referral,BDR,Sales,3,2,1,0,883,-124,-112.0,-122.0,0
Working,Partner Referral,SDR,Sales,3,2,1,1,630,-144,60.0,48.0,1
Qualified,Web,SDR,Sales,2,2,0,1,298,-108,257.0,230.0,1
Qualified,Event,BDR,Sales,3,0,3,2,238,1069,648.0,628.0,1
Qualified,Partner Referral,SDR,Sales,2,1,1,1,742,756,373.0,344.0,0
Qualified,Trade Show,BDR,Sales,3,2,1,2,343,761,116.0,91.0,1
Qualified,Inbound,BDR,Sales,5,4,1,1,299,437,-118.0,-120.0,0
Working,Outbound,SDR,Sales,6,2,4,1,849,600,-565.0,-571.0,1
Qualified,Trade Show,SDR,Sales,2,1,1,0,1012,-871,-879.0,-885.0,0
Qualified,Partner Referral,BDR,Sales,1,1,0,0,486,-555,-367.0,-370.0,1
Qualified,Partner Referral,SDR,Sales,1,1,0,0,97,1209,580.0,563.0,0
Open,Inbound,AE,Sales,4,2,2,1,861,739,-441.0,-451.0,1
Qualified,Partner Referral,AE,Sales,6,4,2,0,1355,-795,-918.0,-947.0,1
Qualified,Outbound,SDR,Sales,5,2,3,1,1170,-983,-659.0,-668.0,1
Working,Event,BDR,Sales,6,3,3,3,1390,189,-1362.0,-1371.0,0
Open,Web,BDR,Sales,2,0,2,1,1433,-203,-177.0,-201.0,1
Open,Inbound,SDR,Sales,1,0,1,0,1308,-256,-1121.0,-1134.0,0
Qualified,Trade Show,SDR,Sales,2,2,0,1,1276,-441,-976.0,-986.0,0
Nurturing,Web,BDR,Sales,4,3,1,2,793,-191,-477.0,-489.0,1
Qualified,Trade Show,SDR,Sales,3,1,2,0,1013,393,-741.0,-747.0,1
Nurturing,Event,SDR,Sales,4,1,3,1,1379,-53,-1377.0,-1380.0,0
Working,Web,SDR,Sales,1,1,0,1,970,-931,-903.0,-905.0,0
Nurturing,Trade Show,BDR,Sales,3,1,2,1,168,1376,438.0,418.0,1
