status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted
Qualified,Web,0052yGgxi1v4hCqV4x,SDR,4,3,1,3,836,345,0.0,0.0,0.75,0.25,0.75,0.004778972520908,0.003584229390681,0.0115606936416184,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005FmC4bvUmQBFO9r1,BDR,2,2,0,0,1185,493,0.0,0.0,1.0,0.0,0.0,0.0016863406408094,0.0,0.0040485829959514,1.0,1.0,730_plus,1_2,1
Open,Outbound,0053WZIwXgjGUPdHRc,SDR,5,2,3,3,1020,-597,0.0,0.0,0.4,0.6,0.6,0.0048971596474045,0.0029382957884427,-0.0083892617449664,1.0,1.0,730_plus,3_5,0
Working,Trade Show,005Sq8Z0wjCdFUQUHx,SDR,5,2,3,1,1079,-336,0.0,0.0,0.4,0.6,0.2,0.0046296296296296,0.0009259259259259,-0.0149253731343283,1.0,1.0,730_plus,3_5,1
Qualified,Web,005fjwPseptfcyBFSO,AE,6,1,5,2,576,168,0.0,0.0,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0103986135181975,0.0034662045060658,0.0355029585798816,1.0,1.0,366_730,6_10,1
Qualified,Event,005KXIvx3Ru4Hx5BVz,SDR,6,3,3,2,198,597,0.0,0.0,0.5,0.5,0.3333333333333333,0.0301507537688442,0.0100502512562814,0.0100334448160535,1.0,1.0,181_365,6_10,1
Open,Web,005uK1d6IniB6ZlkqB,SDR,3,2,1,1,1115,-1028,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0026881720430107,0.0008960573476702,-0.0029211295034079,1.0,1.0,730_plus,3_5,1
Nurturing,Web,005gYdlj9yv5Cc6zkp,BDR,6,1,5,2,1131,-830,0.0,0.0,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.0053003533568904,0.0017667844522968,-0.0072376357056694,1.0,1.0,730_plus,6_10,0
Qualified,Trade Show,005PsOTr02Fp2pwCFZ,BDR,7,5,2,3,946,-254,0.0,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0073917634635691,0.0031678986272439,-0.0276679841897233,1.0,1.0,730_plus,6_10,1
Nurturing,Trade Show,005U1cnD3W8AfIM0Y9,BDR,1,0,1,0,264,802,331.0,326.0,0.0,1.0,0.0,0.0037735849056603,0.0,0.0012453300124533,0.0030581039755351682,0.0030120481927710845,181_365,1_2,0
Qualified,Web,005U2hcHrNtlfF5gcz,BDR,5,3,2,4,1126,-1097,0.0,0.0,0.6,0.4,0.8,0.0044365572315882,0.0035492457852706,-0.0045620437956204,1.0,1.0,730_plus,3_5,0
Open,Partner Referral,005zWOoMnQrwuxqr1I,SDR,1,1,0,1,1084,118,0.0,0.0,1.0,0.0,1.0,0.0009216589861751,0.0009216589861751,0.0084033613445378,1.0,1.0,730_plus,1_2,0
Qualified,Inbound,005ygjBY3eCoYXQvBW,SDR,1,0,1,1,877,653,0.0,0.0,0.0,1.0,1.0,0.0011389521640091,0.0011389521640091,0.0015290519877675,1.0,1.0,730_plus,1_2,0
Qualified,Web,005ZRAk3rxvD6mvf15,BDR,4,3,1,0,1356,-854,0.0,0.0,0.75,0.25,0.0,0.0029476787030213,0.0,-0.0046893317702227,1.0,1.0,730_plus,3_5,0
Open,Event,005B24wkYeA8WTwY25,AE,3,2,1,1,795,832,14.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0037688442211055,0.0012562814070351,0.0036014405762304,1.0,0.06666666666666667,730_plus,3_5,1
Qualified,Partner Referral,005r9q3iIp3WHLiZhI,SDR,2,1,1,0,621,785,0.0,0.0,0.5,0.5,0.0,0.0032154340836012,0.0,0.0025445292620865,1.0,1.0,366_730,1_2,0
Open,Outbound,005gvRs74Xd8fUlA3x,BDR,7,3,4,1,9,1641,478.0,456.0,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.7,0.1,0.0042630937880633,0.002188183807439825,0.0020876826722338203,0_30,6_10,1
Qualified,Partner Referral,005XZUpRP9HBvLfhY6,BDR,4,1,3,0,1129,-63,0.0,0.0,0.25,0.75,0.0,0.0035398230088495,0.0,-0.064516129032258,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005AQpXsPDqHdTKZrg,AE,8,2,6,3,323,1033,0.0,0.0,0.25,0.75,0.375,0.0246913580246913,0.0092592592592592,0.0077369439071566,1.0,1.0,181_365,6_10,0
Working,Outbound,005g4fdGzuew1U6NXU,SDR,4,1,3,2,413,350,87.0,76.0,0.25,0.75,0.5,0.0096618357487922,0.0048309178743961,0.0113960113960113,0.012987012987012988,0.011363636363636364,366_730,3_5,1
Working,Outbound,005lkDbq9IPSQ2U7zZ,BDR,8,2,6,2,1344,7,0.0,0.0,0.25,0.75,0.25,0.0059479553903345,0.0014869888475836,1.0,1.0,1.0,730_plus,6_10,0
Open,Partner Referral,005SotgxabsZFoiinJ,BDR,3,1,2,2,1335,-851,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0022455089820359,0.0014970059880239,-0.0035294117647058,1.0,1.0,730_plus,3_5,0
Qualified,Outbound,005oTuswObpFtGANeE,SDR,3,2,1,2,494,-307,145.0,134.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.006060606060606,0.004040404040404,-0.0098039215686274,0.007407407407407408,0.00684931506849315,366_730,3_5,1
Nurturing,Trade Show,005FW7cpQveNM0iR7j,SDR,7,5,2,1,681,660,0.0,0.0,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.0102639296187683,0.001466275659824,0.010590015128593,1.0,1.0,366_730,6_10,1
Nurturing,Event,005ZmDANT8NxIwQSUH,BDR,3,3,0,1,1206,-1275,0.0,0.0,1.0,0.0,0.3333333333333333,0.0024855012427506,0.0008285004142502,-0.0023547880690737,1.0,1.0,730_plus,3_5,0
Nurturing,Event,0052vuTGNhPaf9DJtR,SDR,1,1,0,0,597,-491,72.0,61.0,1.0,0.0,0.0,0.0016722408026755,0.0,-0.0020408163265306,0.016129032258064516,0.0136986301369863,366_730,1_2,0
Nurturing,Outbound,005g4fdGzuew1U6NXU,SDR,2,0,2,0,1229,-466,0.0,0.0,0.0,1.0,0.0,0.0016260162601626,0.0,-0.0043010752688172,1.0,1.0,730_plus,1_2,1
Working,Inbound,005voBFvhNYadVKXTu,BDR,2,2,0,0,832,-252,0.0,0.0,1.0,0.0,0.0,0.0024009603841536,0.0,-0.0079681274900398,1.0,1.0,730_plus,1_2,0
Open,Web,005mbGysH2pp4xju3N,SDR,1,0,1,0,1199,-403,0.0,0.0,0.0,1.0,0.0,0.0008333333333333,0.0,-0.0024875621890547,1.0,1.0,730_plus,1_2,0
Qualified,Trade Show,005PcnSwvycOiPT9zy,SDR,5,2,3,3,311,565,0.0,0.0,0.4,0.6,0.6,0.016025641025641,0.0096153846153846,0.0088339222614841,1.0,1.0,181_365,3_5,0
Working,Outbound,005UyDSWXbJPhakryL,BDR,4,2,2,2,1158,-894,0.0,0.0,0.5,0.5,0.5,0.0034512510785159,0.0017256255392579,-0.0044792833146696,1.0,1.0,730_plus,3_5,0
Open,Partner Referral,005H18uJWTVdyNheWe,BDR,2,1,1,1,1378,-1263,0.0,0.0,0.5,0.5,0.5,0.0014503263234227,0.0007251631617113,-0.0015847860538827,1.0,1.0,730_plus,1_2,0
Open,Web,005noBf4oiSp9TePzz,AE,3,3,0,1,1372,-54,0.0,0.0,1.0,0.0,0.3333333333333333,0.0021849963583394,0.0007283321194464,-0.0566037735849056,1.0,1.0,730_plus,3_5,0
Working,Trade Show,005EhkAnpKcWuNovJ6,BDR,3,2,1,1,547,212,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0054744525547445,0.0018248175182481,0.0140845070422535,1.0,1.0,366_730,3_5,0
Nurturing,Event,005bZBvn4MclbYAtNN,SDR,3,1,2,1,1354,-868,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0022140221402214,0.0007380073800738,-0.0034602076124567,1.0,1.0,730_plus,3_5,1
Open,Trade Show,005F4DJKwnDrFRcqbf,BDR,2,2,0,2,316,843,753.0,727.0,1.0,0.0,1.0,0.0063091482649842,0.0063091482649842,0.0023696682464454,0.0013736263736263737,0.001326259946949602,181_365,1_2,1
Working,Outbound,005OHuMUHvi8wsLMNv,SDR,5,3,2,0,1240,-333,0.0,0.0,0.6,0.4,0.0,0.0040290088638195,0.0,-0.0150602409638554,1.0,1.0,730_plus,3_5,1
Qualified,Web,005oTuswObpFtGANeE,SDR,3,2,1,0,968,-781,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0030959752321981,0.0,-0.0038461538461538,1.0,1.0,730_plus,3_5,0
Nurturing,Inbound,00552has5XdvFlGgIo,SDR,2,0,2,0,874,721,0.0,0.0,0.0,1.0,0.0,0.0022857142857142,0.0,0.002770083102493,1.0,1.0,730_plus,1_2,0
Nurturing,Outbound,005CyM4CU7TgZ0ieQC,BDR,6,6,0,2,1216,242,0.0,0.0,1.0,0.0,0.3333333333333333,0.0049301561216105,0.0016433853738701,0.0246913580246913,1.0,1.0,730_plus,6_10,1
Qualified,Outbound,005sbu92PDPF7bHdnm,BDR,2,1,1,1,1044,-1016,0.0,0.0,0.5,0.5,0.5,0.0019138755980861,0.000956937799043,-0.0019704433497536,1.0,1.0,730_plus,1_2,1
Open,Trade Show,005eDoAsKFf2bpyVk2,BDR,1,1,0,0,181,-70,1104.0,1102.0,1.0,0.0,0.0,0.0054945054945054,0.0,-0.0144927536231884,0.0009066183136899365,0.0009049773755656109,181_365,1_2,0
Open,Inbound,005YgcwjR0nrnHIGZX,SDR,3,3,0,0,5,1538,312.0,302.0,1.0,0.0,0.0,0.5,0.0,0.0019493177387914,0.0033003300330033004,0.003194888178913738,0_30,3_5,1
Open,Inbound,005sW3tnobKnIyN0Nz,SDR,5,1,4,2,908,-871,0.0,0.0,0.2,0.8,0.4,0.0055005500550055,0.0022002200220022,-0.0057471264367816,1.0,1.0,730_plus,3_5,1
Qualified,Partner Referral,005kGz3iLXUMdHQq3f,SDR,3,1,2,0,705,291,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0042492917847025,0.0,0.0102739726027397,1.0,1.0,366_730,3_5,1
Working,Event,0059UKz8nd1s6XFb2G,BDR,5,0,5,2,228,186,0.0,0.0,0.0,1.0,0.4,0.0218340611353711,0.0087336244541484,0.0267379679144385,1.0,1.0,181_365,3_5,1
Working,Outbound,005O8TxStNstfUeWj7,BDR,4,1,3,2,546,998,0.0,0.0,0.25,0.75,0.5,0.0073126142595978,0.0036563071297989,0.004004004004004,1.0,1.0,366_730,3_5,1
Qualified,Event,005dKuyWKIuifL64ip,BDR,3,1,2,0,1446,-1410,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0020732550103662,0.0,-0.0021291696238466,1.0,1.0,730_plus,3_5,1
Open,Web,005tcchhnKXX6SYaxV,SDR,2,1,1,1,1451,-145,0.0,0.0,0.5,0.5,0.5,0.0013774104683195,0.0006887052341597,-0.0138888888888888,1.0,1.0,730_plus,1_2,0
Qualified,Trade Show,005tRa1eePdjJYM6mg,BDR,2,1,1,1,616,828,0.0,0.0,0.5,0.5,0.5,0.0032414910858995,0.0016207455429497,0.0024125452352231,1.0,1.0,366_730,1_2,1
Nurturing,Event,005qf3JcieWVjwiYd7,BDR,3,0,3,1,632,-57,0.0,0.0,0.0,1.0,0.3333333333333333,0.0047393364928909,0.0015797788309636,-0.0535714285714285,1.0,1.0,366_730,3_5,0
Qualified,Event,005GmCcmrt3DPvCZcO,BDR,7,3,4,1,1381,-360,0.0,0.0,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.0050651230101302,0.0007235890014471,-0.0194986072423398,1.0,1.0,730_plus,6_10,1
Working,Partner Referral,005irLwe9xEBlEAQNC,SDR,3,3,0,1,1086,-1047,0.0,0.0,1.0,0.0,0.3333333333333333,0.0027598896044158,0.0009199632014719,-0.002868068833652,1.0,1.0,730_plus,3_5,0
Working,Partner Referral,005FW7cpQveNM0iR7j,SDR,4,0,4,0,915,426,0.0,0.0,0.0,1.0,0.0,0.0043668122270742,0.0,0.009367681498829,1.0,1.0,730_plus,3_5,0
Nurturing,Event,005lWDDSfm41preSiA,SDR,2,2,0,0,52,1599,104.0,87.0,1.0,0.0,0.0,0.0377358490566037,0.0,0.00125,0.011363636363636364,0.009523809523809525,31_90,1_2,1
Open,Partner Referral,005XY6JL792Cjz6tvp,BDR,1,0,1,0,786,-12,0.0,0.0,0.0,1.0,0.0,0.0012706480304955,0.0,-0.0909090909090909,1.0,1.0,730_plus,1_2,0
Qualified,Web,005IAWyyPlUBLQDIva,SDR,1,1,0,0,1051,-58,315.0,303.0,1.0,0.0,0.0,0.0009505703422053,0.0,-0.0175438596491228,0.003289473684210526,0.0031645569620253164,730_plus,1_2,0
Nurturing,Trade Show,005Sq8Z0wjCdFUQUHx,SDR,2,1,1,0,640,103,39.0,26.0,0.5,0.5,0.0,0.0031201248049922,0.0,0.0192307692307692,0.037037037037037035,0.025,366_730,1_2,0
Working,Outbound,005rfIoTPQqJtbyYEc,SDR,4,3,1,1,941,199,0.0,0.0,0.75,0.25,0.25,0.0042462845010615,0.0010615711252653,0.02,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005FA8TcXwRGIFLbcj,SDR,3,3,0,1,569,483,718.0,708.0,1.0,0.0,0.3333333333333333,0.0052631578947368,0.0017543859649122,0.006198347107438,0.0014104372355430183,0.0013908205841446453,366_730,3_5,0
Qualified,Partner Referral,005RYrmmC3EMzwluqj,BDR,4,4,0,2,702,-342,0.0,0.0,1.0,0.0,0.5,0.0056899004267425,0.0028449502133712,-0.0117302052785923,1.0,1.0,366_730,3_5,0
Open,Event,005Fg6NzJiUZlow1pr,BDR,4,4,0,1,164,1069,587.0,561.0,1.0,0.0,0.25,0.0242424242424242,0.006060606060606,0.0037383177570093,0.0017793594306049821,0.0017006802721088435,91_180,3_5,0
Qualified,Outbound,005GmCcmrt3DPvCZcO,BDR,5,2,3,1,387,634,0.0,0.0,0.4,0.6,0.2,0.0128865979381443,0.0025773195876288,0.0078740157480314,1.0,1.0,366_730,3_5,0
Nurturing,Web,005RYrmmC3EMzwluqj,BDR,5,3,2,1,1102,-742,0.0,0.0,0.6,0.4,0.2,0.0045330915684496,0.0009066183136899,-0.0067476383265856,1.0,1.0,730_plus,3_5,0
Qualified,Trade Show,005YJKL1sxnz5KucCa,SDR,1,0,1,0,912,-250,0.0,0.0,0.0,1.0,0.0,0.0010952902519167,0.0,-0.0040160642570281,1.0,1.0,730_plus,1_2,0
Nurturing,Inbound,005AjaFO16Hd8Hp1Jf,AE,6,3,3,1,600,783,0.0,0.0,0.5,0.5,0.1666666666666666,0.0099833610648918,0.0016638935108153,0.0076530612244897,1.0,1.0,366_730,6_10,0
Qualified,Event,005Fg6NzJiUZlow1pr,BDR,6,6,0,2,17,1216,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0049301561216105,1.0,1.0,0_30,6_10,1
Nurturing,Inbound,005mzHykyCWibqXEgp,BDR,4,1,3,0,795,-181,0.0,0.0,0.25,0.75,0.0,0.0050251256281407,0.0,-0.0222222222222222,1.0,1.0,730_plus,3_5,1
Working,Partner Referral,005zQVR4ms4RjAh8MF,BDR,2,1,1,1,361,49,477.0,453.0,0.5,0.5,0.5,0.005524861878453,0.0027624309392265,0.04,0.0022026431718061676,0.0020920502092050207,181_365,1_2,0
Working,Outbound,005U1SVjkIk2fyV5rw,SDR,8,2,6,3,1030,-1015,0.0,0.0,0.25,0.75,0.375,0.0077594568380213,0.002909796314258,-0.0078895463510848,1.0,1.0,730_plus,6_10,1
Working,Partner Referral,005ZhFZ3TvVOVxKEgo,SDR,6,2,4,3,166,-17,176.0,153.0,0.3333333333333333,0.6666666666666666,0.5,0.0359281437125748,0.0179640718562874,-0.375,0.006493506493506494,0.005649717514124294,91_180,6_10,0
Open,Event,005voBFvhNYadVKXTu,BDR,6,5,1,0,524,56,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0114285714285714,0.0,0.1052631578947368,1.0,1.0,366_730,6_10,0
Nurturing,Outbound,005RMzHVKudpQtLAvV,SDR,1,0,1,1,281,1254,1138.0,1109.0,0.0,1.0,1.0,0.0035460992907801,0.0035460992907801,0.0007968127490039,0.0009009009009009009,0.000877963125548727,181_365,1_2,0
Qualified,Inbound,005YJKL1sxnz5KucCa,SDR,4,2,2,2,860,-198,0.0,0.0,0.5,0.5,0.5,0.0046457607433217,0.0023228803716608,-0.0203045685279187,1.0,1.0,730_plus,3_5,1
Open,Trade Show,005T3CcQW30Fc3HxzP,BDR,2,1,1,1,350,-5,115.0,107.0,0.5,0.5,0.5,0.0056980056980056,0.0028490028490028,-0.5,0.009259259259259259,0.008620689655172414,181_365,1_2,0
Qualified,Event,005nz6ixedb0ulRU2P,BDR,1,1,0,1,538,1079,0.0,0.0,1.0,0.0,1.0,0.0018552875695732,0.0018552875695732,0.0009259259259259,1.0,1.0,366_730,1_2,1
Qualified,Event,005ZhFZ3TvVOVxKEgo,SDR,1,1,0,0,43,106,493.0,488.0,1.0,0.0,0.0,0.0227272727272727,0.0,0.0093457943925233,0.002044989775051125,0.0020242914979757085,31_90,1_2,1
Working,Inbound,005PcnSwvycOiPT9zy,SDR,2,0,2,0,703,173,168.0,147.0,0.0,1.0,0.0,0.002840909090909,0.0,0.0114942528735632,0.006756756756756757,0.005917159763313609,366_730,1_2,0
Open,Inbound,00536VT96AN7M9vHvw,BDR,3,1,2,3,1335,-439,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0022455089820359,0.0022455089820359,-0.0068493150684931,1.0,1.0,730_plus,3_5,1
Working,Event,005XZUpRP9HBvLfhY6,BDR,5,2,3,1,1382,-316,0.0,0.0,0.4,0.6,0.2,0.0036153289949385,0.0007230657989877,-0.0158730158730158,1.0,1.0,730_plus,3_5,0
Qualified,Web,005OHuMUHvi8wsLMNv,SDR,2,1,1,1,443,464,0.0,0.0,0.5,0.5,0.5,0.0045045045045045,0.0022522522522522,0.0043010752688172,1.0,1.0,366_730,1_2,1
Nurturing,Inbound,005iSUGFUqSTcmtbKs,SDR,0,0,0,0,289,536,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181_365,0,0
Nurturing,Web,005N1Jj8umhbHxSPTH,SDR,6,3,3,0,577,-564,0.0,0.0,0.5,0.5,0.0,0.0103806228373702,0.0,-0.0106571936056838,1.0,1.0,366_730,6_10,1
Open,Inbound,005iRmiKUtSSkR82g5,BDR,3,1,2,2,335,972,570.0,549.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0089285714285714,0.0059523809523809,0.0030832476875642,0.0018181818181818182,0.0017513134851138354,181_365,3_5,1
Working,Partner Referral,005XY6JL792Cjz6tvp,BDR,4,2,2,2,828,-54,0.0,0.0,0.5,0.5,0.5,0.0048250904704463,0.0024125452352231,-0.0754716981132075,1.0,1.0,730_plus,3_5,0
Open,Trade Show,005SzPtEFRJYtyoJvY,BDR,5,2,3,4,254,310,279.0,270.0,0.4,0.6,0.8,0.0196078431372549,0.0156862745098039,0.0160771704180064,0.0036900369003690036,0.0035714285714285713,181_365,3_5,0
Nurturing,Web,0050tsmCN12UJFtP9W,AE,4,2,2,2,1052,-325,0.0,0.0,0.5,0.5,0.5,0.0037986704653371,0.0018993352326685,-0.0123456790123456,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005hJPMnhQ0WRyZFX9,BDR,1,0,1,0,1015,-268,81.0,58.0,0.0,1.0,0.0,0.0009842519685039,0.0,-0.0037453183520599,0.01694915254237288,0.012195121951219513,730_plus,1_2,0
Nurturing,Outbound,005lECbWsEiD75E7eC,SDR,3,1,2,2,193,310,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0154639175257731,0.0103092783505154,0.0096463022508038,1.0,1.0,181_365,3_5,1
Nurturing,Web,005lkDbq9IPSQ2U7zZ,BDR,4,2,2,1,1042,309,0.0,0.0,0.5,0.5,0.25,0.0038350910834132,0.0009587727708533,0.0129032258064516,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005VLfsfX7zhRzFubF,SDR,1,0,1,1,1276,-479,0.0,0.0,0.0,1.0,1.0,0.0007830853563038,0.0007830853563038,-0.002092050209205,1.0,1.0,730_plus,1_2,1
Nurturing,Event,005Xq8vs8ialvuJ4ap,SDR,5,3,2,1,612,-494,0.0,0.0,0.6,0.4,0.2,0.0081566068515497,0.0016313213703099,-0.0101419878296146,1.0,1.0,366_730,3_5,0
Open,Outbound,005TqlXejhWbvjVWsd,AE,4,2,2,2,135,335,312.0,297.0,0.5,0.5,0.5,0.0294117647058823,0.0147058823529411,0.0119047619047619,0.003355704697986577,0.003194888178913738,91_180,3_5,1
Nurturing,Event,005uJa3pJEeyQVnsZp,BDR,4,4,0,3,433,-353,0.0,0.0,1.0,0.0,0.75,0.0092165898617511,0.0069124423963133,-0.0113636363636363,1.0,1.0,366_730,3_5,1
Open,Web,005Sq8Z0wjCdFUQUHx,SDR,2,0,2,1,1170,-427,0.0,0.0,0.0,1.0,0.5,0.0017079419299743,0.0008539709649871,-0.0046948356807511,1.0,1.0,730_plus,1_2,0
Open,Web,005pCTycClXuIF6SUv,BDR,5,3,2,4,541,225,0.0,0.0,0.6,0.4,0.8,0.0092250922509225,0.007380073800738,0.0221238938053097,1.0,1.0,366_730,3_5,0
Qualified,Outbound,005lWDDSfm41preSiA,SDR,5,2,3,0,571,1080,0.0,0.0,0.4,0.6,0.0,0.0087412587412587,0.0,0.0046253469010175,1.0,1.0,366_730,3_5,0
Open,Partner Referral,005PuqoGxlvwVICWiV,BDR,8,5,3,2,1232,350,0.0,0.0,0.625,0.375,0.25,0.0064882400648824,0.0016220600162206,0.0227920227920227,1.0,1.0,730_plus,6_10,0
Qualified,Outbound,005a88RCsXNcc8P2XG,BDR,7,5,2,4,1385,-65,0.0,0.0,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.005050505050505,0.0028860028860028,-0.109375,1.0,1.0,730_plus,6_10,0
Open,Partner Referral,005YgcwjR0nrnHIGZX,SDR,4,2,2,1,847,696,0.0,0.0,0.5,0.5,0.25,0.0047169811320754,0.0011792452830188,0.0057388809182209,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005sj6ewizq0NwPrwm,BDR,4,3,1,2,373,1155,62.0,54.0,0.75,0.25,0.5,0.0106951871657754,0.0053475935828877,0.0034602076124567,0.01818181818181818,0.015873015873015872,366_730,3_5,1
Working,Web,005qf3JcieWVjwiYd7,BDR,7,3,4,2,713,-138,0.0,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.0098039215686274,0.0028011204481792,-0.0510948905109489,1.0,1.0,366_730,6_10,1
Nurturing,Web,005DleKhounx1YJ0rP,BDR,1,0,1,1,137,-157,1094.0,1081.0,0.0,1.0,1.0,0.0072463768115942,0.0072463768115942,-0.0064102564102564,0.0009242144177449168,0.0009132420091324201,91_180,1_2,1
Open,Outbound,005qf3JcieWVjwiYd7,BDR,2,1,1,2,22,553,585.0,569.0,0.5,0.5,1.0,0.0869565217391304,0.0869565217391304,0.003610108303249,0.0017543859649122807,0.0017064846416382253,0_30,1_2,1
Open,Event,005hrcAAsV0H3bsIeE,SDR,3,0,3,2,1168,-784,0.0,0.0,0.0,1.0,0.6666666666666666,0.0025662959794696,0.001710863986313,-0.003831417624521,1.0,1.0,730_plus,3_5,0
Nurturing,Outbound,005CS61es1IwtecnA5,SDR,3,2,1,0,533,-455,388.0,382.0,0.6666666666666666,0.3333333333333333,0.0,0.0056179775280898,0.0,-0.0066079295154185,0.0026109660574412533,0.002570694087403599,366_730,3_5,1
Open,Inbound,005GITA8ZV1nYz3VcV,BDR,3,0,3,2,448,349,589.0,577.0,0.0,1.0,0.6666666666666666,0.0066815144766146,0.0044543429844097,0.0085714285714285,0.0017301038062283738,0.001694915254237288,366_730,3_5,0
Open,Trade Show,005PcnSwvycOiPT9zy,SDR,1,1,0,0,578,298,444.0,421.0,1.0,0.0,0.0,0.001727115716753,0.0,0.0033444816053511,0.002369668246445498,0.0022471910112359553,366_730,1_2,1
Working,Outbound,005Jf9CIg9lV3G32cG,BDR,2,1,1,2,1059,-66,0.0,0.0,0.5,0.5,1.0,0.0018867924528301,0.0018867924528301,-0.0307692307692307,1.0,1.0,730_plus,1_2,0
Qualified,Web,005iRmiKUtSSkR82g5,BDR,4,3,1,1,629,678,0.0,0.0,0.75,0.25,0.25,0.0063492063492063,0.0015873015873015,0.0058910162002945,1.0,1.0,366_730,3_5,1
Nurturing,Partner Referral,00566La41L76C1ZyfL,SDR,7,5,2,1,1253,196,0.0,0.0,0.7142857142857143,0.2857142857142857,0.1428571428571428,0.0055821371610845,0.0007974481658692,0.0355329949238578,1.0,1.0,730_plus,6_10,1
Working,Event,005bBd6E3UkbkZtoaS,AE,5,2,3,3,351,-200,0.0,0.0,0.4,0.6,0.6,0.0142045454545454,0.0085227272727272,-0.0251256281407035,1.0,1.0,181_365,3_5,1
Open,Partner Referral,0052vuTGNhPaf9DJtR,SDR,3,1,2,0,1342,-1236,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0022338049143708,0.0,-0.0024291497975708,1.0,1.0,730_plus,3_5,0
Open,Inbound,005lkDbq9IPSQ2U7zZ,BDR,7,4,3,4,736,615,0.0,0.0,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.0094979647218453,0.005427408412483,0.0113636363636363,1.0,1.0,730_plus,6_10,1
Qualified,Event,005IAWyyPlUBLQDIva,SDR,3,1,2,0,1419,-426,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.002112676056338,0.0,-0.0070588235294117,1.0,1.0,730_plus,3_5,0
Nurturing,Trade Show,005lECbWsEiD75E7eC,SDR,7,4,3,4,131,372,0.0,0.0,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.053030303030303,0.0303030303030303,0.0187667560321715,1.0,1.0,91_180,6_10,1
Qualified,Event,0051xrdseoLzIEtx8d,AE,3,1,2,0,325,-334,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.00920245398773,0.0,-0.009009009009009,1.0,1.0,181_365,3_5,1
Nurturing,Trade Show,005GBFWjFmmyU3YASa,BDR,4,4,0,2,440,270,0.0,0.0,1.0,0.0,0.5,0.0090702947845804,0.0045351473922902,0.014760147601476,1.0,1.0,366_730,3_5,0
Qualified,Web,005SW3xD3pVRHzXb4Z,SDR,2,1,1,0,51,1387,176.0,157.0,0.5,0.5,0.0,0.0384615384615384,0.0,0.0014409221902017,0.006329113924050633,0.005649717514124294,31_90,1_2,1
Working,Event,005fDW8pqYyhUsaaJT,SDR,5,3,2,2,316,370,149.0,148.0,0.6,0.4,0.4,0.0157728706624605,0.0063091482649842,0.013477088948787,0.006711409395973154,0.006666666666666667,181_365,3_5,0
Nurturing,Trade Show,005pCTycClXuIF6SUv,BDR,5,2,3,3,1059,-293,0.0,0.0,0.4,0.6,0.6,0.0047169811320754,0.0028301886792452,-0.0171232876712328,1.0,1.0,730_plus,3_5,0
Open,Trade Show,005JwwpEL8xofdwkwl,SDR,1,1,0,0,213,622,824.0,805.0,1.0,0.0,0.0,0.0046728971962616,0.0,0.0016051364365971,0.0012406947890818859,0.0012121212121212121,181_365,1_2,0
